가수명,노래제목,발매일,가사,좋아요수,순위
브라운 아이드 소울,Go,2003-09-17,생각해보면 너무 한심했어  그렇게 보내는게 아니였어  그 못난 자존심은 내던지고 너를 잡아야했어  또다시 잠시동안 앓고나면  그렇게 시간속에 무뎌지면  언제나 그래왔듯 너역시도 잊게 될 줄 알았어  I miss you 늘 입맞추던 이 길에서  cry for you 널 떠나보낸 이 곳에서  still i love you  아주 길었던 꿈을 꾼 듯 그날로 돌아가  함께했던 나의 한숨이 네게 돌아가야 한다고  어리석은 나를 보며 가르쳐 준거야  떠나갔던 나의 미소가 널 본 순간에 날 반기며  이제서야 말했어 머물렀던 이유 너라고  I'll never let you go Forgive me You stay with me 하루가 길어질수 있다는 걸 사랑은 멈출수가 없다는 걸 그토록 소중했던 너라는 걸 나는 너무 몰랐어 I miss you 늘 입맞추던 이 길에서 cry for you 널 떠나보낸 이 곳에서 still i love you 아주 길었던 꿈을 꾼 듯 그날로 돌아가 함께했던 나의 한숨이 네게 돌아가야 한다고 어리석은 나를 보며 가르쳐 준거야 떠나갔던 나의 미소가 널 본 순간에 날 반기며 이제서야 말했어 머물렀던 이유 너라고 내 품안에 서러운 눈물을 감추는 너 I won't make you cry 그 고마운 니 사랑을 더 울리진 않아 함께했던 나의 한숨이 네게 돌아가야 한다고 어리석은 나를 보며 가르쳐 준거야 멎어있던 나의 가슴이 널 본 순간에야 느껴져 이제서야 알겠어 내가 사는 이유 너란걸 I'll never let you go Forgive me You stay with me ,36660,1788
김민석 (멜로망스),봄이 오는 날에,2019-03-06,얼어붙은 두 손 녹이던 우리의 입김 나를 안아주던 그 온기까지 너와 함께 보내던 순간 그 시간들은 늘 따스하다 말해주고 싶었지 차가운 땅 위에 내리던 포근한 눈꽃처럼 얼었던 마음들도 덮어줬었지 나의 겨울이 따뜻했던 건 날 안아주던 너의 사랑이겠지 나를 따뜻하게 해줬던 건 날 사랑해준 마음의 온도였었지 사랑받고 있단 이유로 추워지던 계절은 점점 녹아가는 듯 나의 시간은 봄이 돼가고 있었지 나의 겨울이 따뜻했던 건 날 안아주던 너의 사랑이겠지 나를 따뜻하게 해줬던 건 날 사랑해준 마음의 온도였었지 추운 아침 깨우던 너의 환한 미소와 밤이면 설렜던 그날의 기억이 날 웃게 했었지 다시 봄이 오는 날에 내 눈앞에서 꽃이 또 피겠지만 내게 꽃을 보여줄 수 있는 그 한 사람은 너 하나뿐이란 걸 날 사랑해준 너 하나뿐이란 걸 따뜻함은 너였어 ,22736,1789
엠씨더맥스 (M.C the MAX),너의 목소리가 들려,2019-01-02,너 없이 또 한 번 첫눈은 내리고 길에 홀로 적힌 발자국만 또 계절은 녹아 날 떠민다 해도 나의 모든 내일은 어제일 테니까 너를 사랑한다는 말은 언젠가 너를 사랑했다는 말들로 난 아직도 과거에 살아 난 오늘도 그곳에 살아 너와 숨 쉬는 기억을 거닐다 보면 어느샌가 그날의 우리를 마주쳐 다 셀 수 없는 밤들을 지나 끝나지 않는 먼 길을 지나 둘로 쓰여진 기억을 따라가 보면 어디선가 날 아는 너의 목소리가 들려 참 많을 날들을 흘려보냈지만 계절은 또다시 널 나에게 데려와 너와 행복하다는 말은 언젠가 그땐 행복했다는 말들로 난 아직도 과거에 살아 난 오늘도 그곳에 살아 너와 숨 쉬던 기억을 거닐다 보면 어느샌가 그날의 아련했던 우릴 마주쳐 I'm Still Missing You 단 하루를 못 보내 미안해 난 끝까지 너라서 미안해 네가 머물던 이곳이 편한 나라서 매일 나도 모르게 어제를 맴돌아 다 셀 수 없는 장면을 지나 끝나지 않는 기억을 지나 처음 우리가 시작된 그곳에 가면 어디선가 달려와 나를 안아줄 것 같아 ,22200,1790
김현철,왜 그래,1995-11-01,왜 그래 무슨일 있었어 너의 얼굴이 말이 아냐 말해봐 왜 그래 나쁜일 인거야 나랑 눈도 맞추질 못해 지금넌 도대체 왜 아무런 말도 없는거야 미안해서 못하는거야 하기싫어 안하는거야 도대체 왜 아무런 말도 없는거야 내가 알면 안되는거야 이제 할말도 없는거야 왜 그래 그렇게 어려워 뭘 좀 먹으러 갈까 일단 나갈까 왜 그래 뭘하자는 거야 참는데도 한계가 있어 알겠니 도대체 왜 아무런 말도 없는거야 미안해서 못하는거야 하기싫어 안하는거야 도대체 왜 아무런 말도 없는거야 내가 알면 안되는거야 이젠 할말도 없는거야 도대체 왜 아무런 말도 없는거야 미안해서 못하는거야 하기싫어 안하는거야 도대체 왜 아무런 말도 없는거야 내가 알면 안되는거야 이젠 할말도 없는거야 도대체 왜 아무런 말도 없는거야 미안해서 못하는거야 하기싫어 안하는거야 ,14650,1791
태연 (TAEYEON),All With You,2016-09-13,내가 그대 곁에 있어서 행복합니다 내가 그대 곁에 있어서 꿈을 꿉니다 내가 그대 곁에 있어서 웃을 수 있습니다 내 사람이길 또 기도합니다 내 맘이 보여서 내 진심이 느껴진다면 내 맘이 보여서 내게 오는 길 찾는다면 나의 모든 마음 주고 싶어 나의 곁에 그대 영원토록 있는다면 그대 나의 곁에 있어서 고맙습니다 그대 나의 곁에 있어서 따뜻합니다 그대 나의 곁에 있어서 다시 힘을 냅니다 바라만봐도 눈물이 납니다 내 맘이 보여서 내 진심이 느껴진다면 내 맘이 보여서 내게 오는 길 찾는다면 나의 모든 마음 주고 싶어 나의 곁에 그대 영원토록 있는다면 세상에 지쳐가도 우리 서로 곁에 항상 옆에 잡은 그 손 놓지마 마지막 사랑을 그댈 위해 쓰고 싶은데 마지막 운명이 그대라면 행복할텐데 나의 모든 마음 주고 싶어 나의 곁에 그대 영원토록 있는다면 All With You All With You ,38875,1792
현대화,부산,2022-06-02,또 다시 사랑을 하고 이렇게 아픔이 찾아오면 나란히 손을 잡고 걷던 길에서 잠시 머물러본다 애써 참았던 내 눈물이 왈칵 쏟아져 내려 다시 다시 너를 불러본다 부산에서 보았던 그때를 떠올려 잠시나마 행복했었던 그 시간에 남아 다시 돌아오면 돼 아직도 너를 닮은 푸른 바다를 보며 기다릴게 그곳에서 그날의 너를 생각해 잊으려 할수록 더 아파와 마주 보며 웃던 그 장면들마저 더욱 선명해지는데 어딜 가도 함께 했었던 우리의 모습에 다시 또 너를 그린다 부산에서 보았던 그때를 떠올려 잠시나마 행복했었던 그 시간에 남아 다시 돌아오면 돼 아직도 너를 닮은 푸른 바다를 보며 기다릴게 그곳에서 부산에서 보았던 너는 어디 있을까 모든 것이 내 전부였던 그 시간을 되돌려봐 다시 돌아온다면 정말 잘 해줄 텐데 너를 다시는 놓지 않을 텐데 모든 날을 ,333,1793
장덕철,"시작됐나, 봄",2019-03-05,밝은 넌 내게 와 싱그럽게 활짝 피어나 이슬을 좋아하던 너의 홍조 띤 얼굴에 취해가 가녀린 뒷모습 행여 그림자라도 다칠까 너의 뒤를 조심히 따라 그렇게 네게 물들어가 사계절 봄이 있어 포근하듯 난 네가 있어 봄을 품은 따스한 온기를 담아 나에게 미소를 지어줘 추운 겨울 끝자락 눈부신 그대는 나에게 와 떠는 내 손을 꼭 잡아줬을 때에 이미 시작됐었나 봄 삶이 너무 버거워 가지만 앙상히 남은 맘에 예쁜 꽃 닮은 너가 피어나 날 끌어안아 줬을 때 시작됐나 봄 활짝 웃는 모습 행여 소중한 마음 다칠까 너의 말에 귀 기울여 난 그렇게 네게 물들어가 사계절 봄이 있어 향기롭듯 난 네가 있어 봄을 닮은 짙은 네 향기를 담아 나에게 살포시 안겨줘 추운 겨울 끝자락 눈부신 그대는 나에게 와 떠는 내 손을 꼭 잡아줬을 때에 이미 시작됐었나 봄 삶이 너무 버거워 가지만 앙상히 남은 맘에 예쁜 꽃 닮은 너가 피어나 날 끌어안아 줬을 때 시작됐나 봄 설레여서 너무 예뻐서 영원히 깨지않고 싶은 꿈 내게 너라는 봄 꽃이 지지 않게 햇빛 되어 지켜 줄게 살랑이는 봄바람 고운 머리결이 일렁일 때 포개어진 두 손잡고 약속할게 너만 사랑할거라고 따스한 봄 어느 날 벚꽃만 가득한 길거리에 예쁜 꽃 닮은 너가 들어와 우리라고 칭했을 때 시작됐다 봄 ,26397,1794
KCM,흑백사진 (2021) (바른연애 길잡이 X KCM),2021-02-06,아주 오래전 눈이 커다란 소녀를 봤어 긴 생머리에 예쁜 교복이 너무 잘 어울렸어 너의 그림자를 따라 걸었지 두근대는 가슴 몰래 감추며 어느새 너는 눈이 따스한 숙녀가 됐어 아름다움에 물들어가는 너를 바라보면서 너는 신이 주신 선물이라고 축복일 거라고 감사해 감히 사랑한다고 말할까 조금 더 기다려볼까 그렇게 멀리서 널 사랑해왔어 내겐 너무나 소중한 너 다가설 수도 없었던 나 그래도 나 이렇게 행복한 걸 아직도 나는 너의 뒤에서 애태우지만 시간이 흘러 아주 먼 훗날 그땐 얘기해 줄게 네가 얼마나 날 웃게 했는지 설레게 했는지 감사해 감히 사랑한다고 말할까 조금 더 기다려볼까 그렇게 멀리서 널 사랑해왔어 내겐 너무나 소중한 너 다가설 수도 없었던 나 그래도 나 이렇게 행복한 걸 가끔은 두려운 거야 혹시라도 내가 널 잊을까 봐 크게 소리쳐 이름 부를까 그럼 내 사랑 들릴까 그렇게 멀리서 나 망설여왔어 내게 세상을 선물한 너 무엇도 줄 수 없었던 나 그래서 나 웃어도 눈물인 걸 ,10215,1795
장혜진,1994년 어느 늦은 밤,2001-05-03,오늘밤 그대에게 말로 할수가 없어서 이런 마음을 종이위에 글로 쓴걸 용서해 한참을 그대에게 겁이날 만큼 미쳤었지 그런 내 모습 이제는 후회할지 몰라 하지만 그대여 다른건 다 잊어도 이것만은 기억했으면 좋겠어 내가 그대를 얼만큼 사랑하고 있는지를.. 사랑하는지를.. 외로이 텅빈 방에 나만 홀로 남았을때 그제야 나는 그대 없음을 알게 될지 몰라 하지만 그대여 다른건 다 잊어도 이것만은 기억했으면 좋겠어 내가 그대를 얼만큼 사랑하고 있는지를.. 사랑하는지를.. 그대 이제는 안녕.. 1994년 어느 늦은 밤  ,26907,1796
왁스,부탁해요,2002-07-05,그 사람을 부탁해요 나보다 더 사랑해줘요 보기에는 소심해 보이지만 알고 보면은 괜찮은 남자예요 눈치없이 데이트 할 때 친구들과 나올꺼예요 사랑보다 남자들 우정이 소중하다고 믿는 바보니까요 술을 많이 마셔 속이 좋지않아요 하도 예민해서 밤잠을 설치죠 밤에 전화할 때 먼저 말없이 끊더라도 화내지 말고 그냥 넘어가줘요 드라마를 좋아하고 스포츠도 좋아해요 야한여자 너무 싫어하고 담배피는 여자 싫어하지요 절대 그사람을 구속하지 말아요 그럴수록 그는 멀어질꺼예요 사랑한단 말도 너무 자주 표현하지 말아요 금방 싫증낼 수 있으니 혹시 이런 내가 웃기지 않나요 그렇게 잘 알면서 왜 헤어졌는지 그 사람을 사랑할땐 이해할수 없었던 일들이 헤어져보니 이젠 알것 같아요 그 사람 외롭게 하지 말아요  ,10622,1797
하림,출국 (出國),2001-12-27,기어코 떠나버린 사람아 편안히 가렴 날으는 그 하늘에 미련따윈 던져버리고 바뀌어버린 하루에 익숙해져봐 내게 니가 없는 하루만큼 낯설테니까 모두 이별하는 사람들 그속에 나 우두커니 어울리는게 우리 정말 헤어졌나봐 모르게 바라보았어 니가 떠난 모습 너의 가족 멀리서 손 흔들어 주었지 하늘에 니가 더 가까이 있으니 기도해 주겠니 떠올리지 않게 흐느끼지 않게 무관심한 가슴 가질수 있게 도착하면 마지막 전화 한번만 기운찬 목소리로 잘 왔다고 인사 한번만 그저 그것뿐이면 돼 습관처럼 알고 싶던 익숙한 너의 안부 거기 까지만 이별하는 사람들 그속에 나 우두커니 어울리는게 정말 헤어졌나봐 모르게 바라보았어 니가 떠난 모습 너의 가족 멀리서 손 흔들어 주었지 하늘에 니가 더 가까이 있으니 기도해 주겠니 떠올리지 않게 흐느끼지 않게 무관심한 가슴 가질수 있게 다른눈의 사람들 속에서 yo every night 외로워져도 서러워도 나를 찾지마 모르게 바라보았어 니가 떠난 모습 너의 가족 멀리서 손 흔들어 주었지 하늘에 니가 더 가까이 있으니 기도해 주겠니 떠올리지 않게 흐느끼지 않게 무관심한 가슴 가질수 있게 마지막 니 모습 나 잊기를 원해 원해 원해 원해 원해 떠올리지 않게 흐느끼지 않게 무관심한 가슴 가질수 있게 ,25513,1798
우리자리,웃는게 참 아름답던 네가 너무 보고싶다,2020-03-09,별 하나 없는 새벽하늘이 네가 곁에 없어서 왠지 더 까만 것 같아 오늘따라 더 그리움이 차오는 걸 애써 감추며 한참을 걸어 아련한 기억 가득히 메운 날 비추는 저 불빛 아래 행복했던 그때 우리와 마주 선다 웃는 게 참 아름답던 네가 너무 보고 싶다 나 이대로 여깄는데 그대만 사라진 채 그대로인데 술잔을 비우며 흐려지는 두 눈에 왜 너 하나만 너 하나만 선명해지는 술 취한 밤 깊어지는 밤 아득히 너를 그리던 추억 한 장에 행복했던 그때 우리가 떠오른다 웃는 게 참 아름답던 네가 너무 보고 싶다 나 이대로 여깄는데 그대만 사라진 채 그대로인데 술잔을 비우며 흐려지는 두 눈에 왜 너 하나만 너 하나만 선명해지는 술 취한 밤 미친 듯이 웃다가 괜히 화를 내다가 네 이름 부르다 참지 못하고 쏟아내 버린 눈물에 널 울리던 내가 생각나는 밤 너와 자주 왔던 이곳에 너와 마주했던 술잔에 참 행복했었던 그 날 우리만 사라진 채 그대로인데 술잔을 아무리 채워봐도 내 가슴은 또 너 하나로 너 하나로 무너져 내리는 너로 취한 밤 ,6793,1799
케이시 (Kassy),잊어가지마,2018-01-18,아무 말도 전할 수 없어 그저 난 고개만 숙여 발끝만을 봤지 그대 눈을 볼 자신이 없어서 멀어지는 그댈 바라만 보는데 그대 이렇게 떠나도 수없이 날 울려도 사랑했던 날 잊어가지 마 그대 눈빛이 표정이 이별을 말해서 난 돌아서 울고 말았지 가끔 또 연락은 하겠지 시간이 지나면 웃으며 인사하겠지 하지만 난 그댈 생각하겠지 그댄 나를 모두 잊어가겠지만 그대 이렇게 떠나도 수없이 날 울려도 사랑했던 날 잊어가지 마 그대 눈빛이 표정이 이별을 말해서 난 돌아서 울고 말았지 우리의 평행선의 시작은 나였던가요 내가 그대를 멀게 했나요 어쩌면 그대 이렇게 떠나도 수없이 날 울려도 사랑했던 날 잊어가지 마 아직 가슴이 두 눈이 그대를 기억해 내 시간을 잊지 말아요 그댄 날 기억해줘요 ,15514,1800
린,통화연결음,2009-10-27,노래가 흐르면 얼마 뒤에 여보세요 할 그 목소리 난 기다려요 그대의 말투는 달라졌죠 오늘 역시 차갑겠지만 듣고싶어요 좋아하던 노래였는데 꼭 내게 하는 말인것같아 얼굴을 묻고 쉼없이 울었죠 난 니가미워 넌 너무미워 미치도록 난 니가 싫어 그유행가에 마음을 담아 나를 저만치 밀어내는 그대가 미워 사랑을 버린 그대가 나도 정말 미워요 심장뛰던 고백도 설레임도 모두 없던일이 되나요 따스하던 그대 목소리 사랑스럽던 그인사들도 이제는 들을수 없는 건가봐요 너를 좋아해 너무 사랑해 우리절대 헤어지지말자 내게 외치던 그 눈빛들은 다신 만날수 없을까요 그대가 미워 나를 떠나는 그대가 난 너무나 미워요 난 어떡하죠 이젠 혼자죠 또 다시 아파해야 하나요 나도 내가미워 내가 너무 미워 미치도록 난 내가 싫어 내가 별나서 못되게 해서 그대를 놓치고야 마는 내가 미워요 지키지못한 내 멍청한 사랑이 미워져요 우리 사랑 슬퍼서 난 울어요 그댈 되돌리고 싶어요 그댈 미워할수 없어요 ,26995,1801
유채훈,별의 기억,2022-07-06,멀어져 작아지는 것처럼 어두워 모든 것이 사라지듯이 오래돼버린 낡은 꽃잎들처럼 부서져 조각들이 저 멀리 흩어지면 너무 아름답던 많은 날들이 하늘에 별이 되어서 나를 비추네 예쁘다 그래서 더 예뻤구나 저 멀리서 잊혀지지 않고 있었구나 멈춰있던 내 맘 속 깊은 어딘가에서 갇혀있었던 그리워 보고 싶었던 파랗게 찬란한 추억들이 하얗게 바다 끝에 부서지듯이 오랜 꿈에서 깨버린 아이처럼 멍하니 생각 없이 저 멀리 바라보면 너무 포근했던 많은 날들이 식어버린 바람 되어 나를 만지네 슬프다 그래서 더 슬펐구나 내 곁에서 오랫동안 같이 있었구나 멈춰있던 내 맘 속 깊은 어딘가에서 버려져 있던 아파서 건들지 않던 마지막 조각까지 다 없어질까 봐 다시 또 찾아 둘러보면 아무 일도 없었던 것처럼 이렇게 내 앞에 내 앞에 내 곁에 한순간도 떠나갔던 적 없는 것처럼 멈춰있던 내 맘 이 세상 어디도 그렇게 있어 지금도 빛나고 있어 이곳에 ,1917,1802
이민혁,하늘엔 별이 떠있고 너만큼은 빛나질 않아,2018-09-03,지친 하루의 끝자락 눈 감으면 떠오르는 너의 모습에 늘 그랬듯 한참을 말없이 내게 오는 널 그리다 웃음이 나 선명해지는 너의 생각에 잠기는 밤 하늘엔 별이 떠있고 너 만큼은 빛나질 않아 모든 순간이 너로 인해 의밀 갖게 되는 것 이게 사랑이지 않을까 언젠가 너의 옆에 앉아 눈을 보며 말하고 싶어 나의 세상을 밝게 비춰줘서 고마웠다고 사랑한다고 조금씩 너에게 다가가는 날 그리다 나도 모르게 웃고 있는 나를 보면서 널 떠올려 하늘엔 별이 떠있고 너 만큼은 빛나질 않아 모든 순간이 너로 인해 의밀 갖게 되는 것 이게 사랑이지 않을까 언젠가 너의 옆에 앉아 눈을 보며 말하고 싶어 나의 세상을 밝게 비춰줘서 고마웠다고 사랑한다고 이젠 나 말해도 될까 얼마나 널 사랑하는지 내 하루를 전부 네게 쓰는 바본데도 난 아직 할말이 남아 있나 봐 조금은 서툴겠지만 내 진심이 전해진다면 너는 언제나 그래왔듯 환한 미소 지으며 나를 안아줘 ,23644,1803
먼데이 키즈 (Monday Kiz),투명한 눈물,2007-10-01,눈물이 투명한 이유는 마음이 녹아 그런 거래 죽을 만큼 차가워진 가슴이 녹아내려 그런 거래 내 눈물이 다 한 이유는 네게 다 줘서 그런 거래 소리 내어 울고 싶어 찾아보고 또 찾아도 날 위해 울 눈물은 없어 미쳐버린 내 두 눈이 네 모습만 기억한대 너무 아파서 너무 슬퍼서 죽을것만 같아서 아니 아니 아니 안돼 제발 날 떠나지마 너만 바라고 너만 사랑한 내 마음이 날 울려 내 가슴을 뜯어내서 네게 보여줄 수 있을까 비워도 비울 수 없는 내 마음의 조각들을 움켜 잡고 울고 있잖아 미쳐버린 내 두 눈이 네 모습만 기억한대 너무 아파서 너무 슬퍼서 죽을것만 같아서 아니 아니 아니 안 돼 제발 날 떠나지 마 너만 바라고 너만 사랑한 내 마음이 날 혹시 네가 돌아올까 봐 울고 있는 날 안아줄까 봐 난 이렇게 널 찾고 있어 네가 다시 돌아 오면 다시 나를 사랑하면 흘려 주려고 참아 왔는데 내 마지막 눈물을 아니 아니 아니 안 돼 제발 날 떠나지 마 너만 바라고 너만 사랑할 내 마음이 날 울려  ,4974,1804
박보람,세월이 가면,2010-11-08,그대 나를 위해 웃음을 보여도 허탈한 표정 감출 순 없어 힘없이 뒤돌아서는 그대의 모습을 흐린 눈으로 바라만보네 나는 알고 있어요 우리의 사랑은 이것이 마지막이라는 것을 서로가 원한다 해도 영원할 순 없어요 저 흘러가는 시간 앞에서는 세월이 가면 가슴이 터질듯한 그리운 마음이야 잊는다해도 한없이 소중했던 사랑이 있었음을 잊지말고 기억해줘요 나는 알고 있어요 우리의 사랑은 이것이 마지막이라는 것을 서로가 원한다 해도 영원할 순 없어요 저 흘러가는 시간 앞에서는 세월이 가면 가슴이 터질듯한 그리운 마음이야 잊는다해도 한없이 소중했던 사랑이 있었음을 잊지말고 기억해줘요 잊지말고 기억해줘요  ,25069,1805
이무진,I Miss You,2022-02-26,바라보면 자꾸 눈물이 나는 건 왠지 몰라도 돌고 돌아 내게 오고 있었나요 피해지지 않는 그 사랑 I love u love u love u 인연인 걸 느꼈죠 난 And I miss u miss u 나의 운명인 사람 슬픈 눈빛으로 왜 나를 보나요 울지 말아요 한눈에 날 알아본 건 아닌가요 이제서야 왜 내게 왔죠 I love u love u love u 인연인 걸 느꼈죠 난 And I miss u miss u 나의 운명인 사람 몇 번을 태어난대도 그대가 어딜 숨어도 나는 그댈 찾겠죠 다신 우리 헤어지지 마요 내 곁에서 떠나가지 말아요 And I miss u miss u 나의 운명인 사람 떠나가지 말아요 ,3983,1806
린,평생,2022-01-13,그곳에 안 갔더라면 그대를 몰랐고 그대를 몰랐더라면 사랑 안 했겠죠 그해 그날에 그 시간 그때 그곳에 그대 왜 만났을까요 사랑한 게 잘못이겠죠 그건 평생 한이 되겠죠 평생 한 평생 겁도 없이 그댈 만난 거 그건 평생 한이 되겠죠 평생 한 평생 순간 눈부시던 사랑에 속아서 평생을 눈물 속에 사네요 평생 인연이 엉켜 다른 곳 다른 맘 다른 사람 만나야 했어요 사랑한 게 잘못이겠죠 그건 평생 한이 되겠죠 평생 한 평생 겁도 없이 그댈 만난 거 그건 평생 한이 되겠죠 평생 한 평생 순간 눈부시던 다정했던 그대 때문에 그리움에 살겠죠 평생 평생 영영 우린 닿지 못하고 이대로 더 멀어져 가면서 내내 원망하며 살겠죠 평생 그댈 미워하면서 영영 이렇게 끝도 없이 자책하면서 모두 내 잘못인 것처럼 영영 이렇게 사랑이 뭐라고 사랑에 속아서 사랑에 내 전부를 걸었죠 그땐 그땐 그댄 날 모르겠죠 평생 ,4777,1807
유리상자,사랑해도 될까요?,2001-12-03,문이 열리네요 그대가 들어오죠 첫눈에 난 내사람인걸 알았죠 내 앞에 다가와 고개 숙이며 비친 얼굴 정말 눈이 부시게 아름답죠 왠일인지 낯설지가 않아요 설레고 있죠 내 맘을 모두 가져간 그대  조심 스럽게 얘기할래요 용기내 볼래요 나 오늘부터 그대를 사랑해도 될까요 처음인걸요 분명한 느낌 놓치고 싶지 않죠 사랑이 오려나봐요 그대에겐 늘 좋은것만 줄께요  왠일인지 낯설지가 않아요 설레고 있죠 내 맘을 모두 가져간 그대  참 많은 이별 참 많은 눈물 잘 견뎌 냈기에 좀 늦었지만 그대를 만나게 됐나봐요 지금 내 앞에 앉은 사람을 사랑해도 될까요 두근거리는 맘으로 그대에게 고백할께요  조심스럽게 얘기할래요 용기내 볼래요 나 오늘부터 그대를 사랑해도 될까요 처음인걸요 분명한 느낌 놓치고 싶지 않죠 사랑이 오려나봐요 그대에겐 늘 좋은것만 줄께요  내가 그대를 사랑해도 될까요 - ,15573,1808
서은광 (비투비),알듯 말듯해,2017-06-12,알듯 말듯해 All I wanna do All I wanna do 혼자 착각한 거니 뭐 줄듯 말듯 니 맘을 알듯 말듯 니 맘을 애매한 우리 사이를 Tell me now Tell me now 너는 나를 걱정하게 해 넌 나를 옴짝 달싹 꼼짝 못하게 해 너는 나의 이 외로움을 조금씩 조금씩 마취시키곤 해 친구인 척 아닌 척 때로는 연인인 척 아이스크림처럼 샤르르르르르 너는 나의 마음을 녹여놔 알듯 말듯해 All I wanna do All I wanna do 혼자 착각한 거니 뭘 바라보고 있냐고 너는 나를 아냐고 애매한 우리 사이를 Tell me now Tell me now 들어봐 가슴 뛰는 소리 돌아봐 나의 몸이 널 보면 떨리는 걸 엇갈리는 설레임 속에 우리의 만남은 기막힌 타이밍 친구인 척 아닌 척 때로는 연인인 척 아이스크림처럼 샤르르르르르 너는 나의 마음을 녹여봐 알듯 말듯해 All I wanna do All I wanna do 혼자 착각한 거니 뭐 줄듯 말듯 니 맘을 알듯 말듯 니 맘을 애매한 우리 사이를 Tell me now Tell me now 너를 바라보는 나의 눈빛이 뭘까 예전 같지가 않아 때론 때론 여자로 보여 난 왜 이렇게 좋을까 알듯 말듯해 All I wanna do All I wanna do 혼자 착각한 거니 뭐 줄듯 말듯 니 맘을 알듯 말듯 니 맘을 애매한 우리 사이를 Tell me now 알듯 말듯해 All I wanna do All I wanna do 혼자 착각한 거니 뭘 바라보고 있냐고 너는 나를 아냐고 애매한 우리 사이를 Tell me now Tell me now ,43126,1809
Apink 초봄 (에이핑크 초봄),Feel Something,2022-07-12,창문 너머 별빛 보기 좋은 그림 그럴듯한 Promise 딴 생에서나 Keeping 따분한 이 Timing 긴 잠을 깨울래 좀 멀리 가도 Journey 첫발을 디딜래 넘어져도 Luck 날 기다리는 Fun 길은 이미 내 안에 있어 I just wanna feel something I just wanna I just wanna feel something 앞서가던 시선이 뒤를 돌아 귀띔하는 Real of me 모난 선이면 어때 나만 좋으면 Okay One and only real of me I just wanna feel something 갈림길에 설 땐 I'll go to the left 또 둘 중 하날 선택 할 때마다 Wrong해 내가 하면 Threat도 그 뭐라도 스릴이 넘쳐 누가 뭐라 해도 내 정답은 나만 알아 I just wanna feel something I just wanna I just wanna feel something 앞서가던 시선이 뒤를 돌아 귀띔하는 Real of me 모난 선이면 어때 나만 좋으면 Okay One and only real of me I just wanna feel something I just wanna feel something I just wanna I just wanna feel something 희미하던 꿈들이 걸음마다 피어나는 Brand new street 나를 부르고 있어 나를 만나고 싶어 그날이 될 때까지 I don’t wanna stop running ,1745,1810
투샤이,Love Letter (언약),2003-09-08,너를 너무 많이 사랑하니까 니가 있어 이 세상이 난 행복하니까 약속해줘 우리 조금은 부족해도 서로의 잘못을 감싸주기로 해  이제 부터는 혼자가 아닌거야 내가 있잖아 힘들었던 건 모두 잊고 나의 어께에 기대 그동안 스쳐갔던 사람들은 모두 오늘을 위한 과정이었다고 묻어주기로 해 아무일 없던 걸로해 그려왔던 나의 사랑이 그게 바로 너였던 거야 왜 이제서야 알게됐는지 빨리 만나지 못했는지 우연히 지나가던 하루가 이젠 너무 행복해졌어 너만 있으면 누구도 부럽지 않으니까 너를 너무 많이 사랑하니까 니가 있어 온 세상이 아름다우니까 약속해줘 사랑하는 사람을 위해 한 두번 실수는 이해하기로 해 이루지 못했었던 지나간 사랑 때문에 이젠 슬퍼할 필요없어요 내가 있으니깐 생각하지 않아도돼 헤어지기 싫어서 조금씩 더 천천히 걷고 있어 그 어떤 일보다 이시간이 나에겐 제일 소중하니까 이만큼 너를 너무 많이 사랑하니깐 너 때문에 이 세상을 난 살아가니까 약속해줘 어떤 시련이 온다해도 우리의 사랑을 지켜가기로 해 이렇게 너를 너무 많이 사랑하니까 힘들어도 이세상이 아름다우니까 약속해줘 내가 없이 너 어디에 있어도 널위한 내 마음 기억하기로 해 이렇게 영원히 함께 가기로 해 ,16242,1811
코나,우리의 밤은 당신의 낮보다 아름답다,1996-07-01,내게 약속해줘 오늘 이 밤 나를지켜줄 수 있다고 함께 가는 거야 나를 믿어 내가 주는 느낌 그걸 믿는거야 내겐 너무 아름다운 너의 밤을 지켜주겠어 우린 오늘 아무일도 없겠지만 그대가 원한다면 언젠가 이 세상의 모든 아침을 나와 함께 해줘 이미 알고 있어 흔들리는 너의 눈에 담긴 두려움 우린 오늘 아무일도 없겠지만 그대가 원한다면 언젠가 이 세상의 모든 아침을 나와 함께 해줘 다시 한번 자신있게 말하지만 나를 믿고 있다면 언젠가 이 세상의 모든 아침을 나와 함께 해줘 나와 함께 해줘 ,10107,1812
