가수명,노래제목,발매일,가사,좋아요수,순위
허각,나를 사랑했던 사람아,2012-04-03,잘 지내고 있는건지 무슨 일 없는지지겹던 너의 잔소리가 너무 그리워서그렇게 나 하나밖에 모르던 너인데나 없이도 괜찮은지하루에 수백번씩 나 후회를 하고네가 없다는걸 느끼며 나 매일을 살아널 위해 내가 떠나야 하는게 맞지만난 널 잊고 살 순 없는가봐나를 사랑했던 사람아 이젠 곁에 없지만아직 잊지 못하고 너를 잊지 못하고그저 한번이라도 다시 볼 수 있다면볼 수만 있다면 다시 널 볼 수 있다면너무나도 아프고 잊을 수가 없어하루에도 몇번씩 하던 너의 그 투정이웃으며 내 품에 안겨서 날 보던 모습이헤어지던 날 너의 두 눈이나를 사랑했던 사람아 이젠 곁에 없지만아직 잊지 못하고 너를 잊지 못하고그저 한번이라도 다시 볼 수 있다면널 볼 수만 있다면네가 있어서 나는 항상 웃을 수 있었고네가 있기에 내가 가장 행복했었고너로 인해 내 삶도 살아볼만했었어내가 너무도 사랑했던 사람아,112843,166
지아,술 한잔 해요,2009-12-11,술 한잔 해요 날씨가 쌀쌀하니까따끈따끈 국물에 소주 한잔 어때요시간 없다면 내 시간 빌려줄게요그대 떠나간 후에 내 시간은 넘쳐요눈치 없는 여자라 생각해도 좋아요난 그냥 편하게 그대와한잔하고 싶을 뿐괜찮다면 나와요우리의 사랑이 뜨겁던우리의 사랑을 키웠던그 집에서 먼저 한잔 했어요조금 취했나 봐요그대가 내 앞에 있는 것 같아바보처럼 자꾸 눈물이 나요그대 마음이 차갑게 식어갔듯이따뜻했던 국물도 점점 식어가네요한잔 더 하고 이제 난 일어날래요비틀대는 내 모습 보기 싫어질까봐오늘따라 그대가 너무 보고 싶어서난 그냥 편하게 그대와한 잔하고 싶었죠괜찮다면 나와요우리의 사랑이 뜨겁던우리의 사랑을 키웠던그 집에서 먼저 한잔 했어요조금 취했나 봐요그대가 내 앞에 있는 것 같아바보처럼 자꾸 눈물이 나요술잔 속엔 눈물이마음 속엔 그대가 흘러 넘치잖아그대 가슴에 안겨그대의 가슴에 쓰러져그대의 가슴에 무너져마음 놓고 울어보고 싶어요늦게라도 와줘요나 혼자 이렇게 울게 하지마우린 항상 같이 있었으니까사랑해요 사랑해요사랑하기 싫어서 미치겠어,88242,167
마크툽 (MAKTUB),Marry Me,2014-08-04,비내리는 날엔우산이 돼주고어둠이 오면 빛이 돼줄게추운 겨울이면난로가 돼주고더운 날엔 바람이 될게잠이 들 때까지 머릴 만져줄게니가 두려울 때마다 꼭 옆에 있어줄게갑작스런 맘에 문득떠나고 싶으면내일 무슨 일이 있어도 함께 떠나줄게Marry Me내 손 잡아줄래요Marry Me나와 평생 함께 할래요남은 나의 모든 삶오직 그대 남자로 살고 싶어요Marry Me darling나와 결혼해줄래요순간뿐이 아냐 많이 생각했어헌데 내 사랑을 줄 수 있는 여잔 너밖에 없어차갑고 어두운 험하고쓸쓸한 세상 속평생의 동반자로 함께걸어가고 싶어Marry Me내 손 잡아줄래요Marry Me나와 평생 함께 할래요남은 나의 모든 삶오직 그대 남자로 살고 싶어요Marry Me darling나와 결혼해줄래요내 안에 숨쉬는 아름 다운 그대영원히 같은 꿈을 꾼다면 얼마나 좋을까믿어요 Marry Me그대와 함께 하는 매일이내겐 천국이죠나와 결혼해줄래요비내리는 날엔우산이 돼주고어둠이 오면 빛이 돼줄게,204377,168
하동균,그녀를 사랑해줘요,2006-06-27,잠깐 기다려줄래 지금 데리러 갈게 왜 자꾸 울기만 하니 말해 말해 어디에 있니 니가 사랑하는 사람이 너를 두고 간 거니 집으로 데려다 줄게 가자 가자 바람이 차가우니까 너를 울리는 그 사람이 뭐가 그렇게 좋으니 너는 모르지 너만 모르지 너를 사랑하는 내 맘을 걸음이 느린 내가 먼저 가지 못해서 내 자릴 뺏긴 아픈 사랑을 너의 웃는 모습이 누구 보다 예쁜지 그 사람 알기나 하니 정말 정말 알고도 너를 울리니 이름 모르는 당신에게 부탁 하나만 하는데 사랑해줘요 사랑해줘요 내가 사랑하는 그녀를 당신이 나 대신에 가진 나의 그녀를 함부로 다룰 생각하면 안 돼요  사랑해줘요 내 마음도 몰라주는 그녀를 그녀가 사랑하는 사람 당신이니까 나 보다 많이 사랑해줘요 다시는 울리지는 말아요,108255,169
임창정,또 다시 사랑,2015-09-22,아픔이 좀 더 작아질까의미 없는 만남을 하다가어느 날 그대가 흘린 눈물왠지 나와 같다 느껴서이렇게 그대를 지키는가 봐요행복하고 싶었던 그대를몰랐던 누군갈 또 알아가면서분명 행복할 걸 알겠지만내가 그대를 만났다는 건어쩌면 흘러가는 흔한인연이란 것 일지 모르지만오늘도 다시 또 다시 사랑해요사랑 언제나 이번이 마지막이라며처음인 듯 찾아오니까어느 날 그대가 숨긴 눈물왠지 나와 같다 느껴서이렇게 그대를 지키는 가 봐요행복하고 싶었던 그대를몰랐던 누군갈 또 알아가는 게혹시 두렵기도 하겠지만내가 그대를 만났다는 건어쩌면 흘러가는 흔한인연이란 것일지 모르지만오늘도 다시 또 다시 사랑해요사랑 언제나 이번이 마지막이라며처음인 듯 찾아오니까절대 우리 작은 다툼조차 하지 마요이별 후엔 서운함만가슴속에 남으니사소한 그 표현이 그 말들이언제나 나에겐 참고마울 거예요내가 그대를 만났다는 건어쩌면 흘러가는 흔한인연이란 것 일지 모르지만오늘도 다시 또 다시 사랑해요사랑 언제나 이번이 마지막이라며처음인 듯 찾아오니까사랑 언제나 이번이 마지막이라며,215312,170
10CM,어제 너는 나를 버렸어,2021-11-11,어제 너는 나를 버렸어나는 아무 변명하지 못하고얌전하게 집에 돌아와너무 피곤해 잠이 들었어눈이 떠지자마자 정신이 없지지각은 말이 안 돼 출근해야지시간이 모자라널 생각하고 아파하기엔내가 너무 바빠눈물이 맺혔을지도아닌가 졸린건지도어쩌면 널 좋아하지 않았었나봐연락을 기다릴지도아닌가 귀찮을지도어쩌면 널 사랑하진 않았었나봐이제 나는 너를 잊었어생각해 보니 오늘 하루 종일네 생각이 나질 않았고왠지 웃으며 잠이 들었어이별이 항상 지독할 필요는 없지우리도 각자 가던 길을 가야지못다 한 마음도전하지 못한 말도 많았지만내가 너무 바빠눈물이 맺혔을지도아닌가 졸린건지도어쩌면 널 좋아하지 않았었나봐연락을 기다릴지도아닌가 귀찮을지도어쩌면 널 사랑하진 않았었나봐아냐 그랬을 리가 없지너 없인 살 수 없었던꿈같은 날들이 있었지나를 안아주던 숨결도빛이 나던 그 입술도시간을 되돌려 갈 수 있다 해도이젠 너무 바빠눈물은 말랐을지도이대로 괜찮을지도어쩌면 널 기다리지 않을건가봐마음이 죽은걸지도차갑게 굳어질지도어쩌면 널 사랑하지 않을건가봐이제 나는 너를 잊었어아쉬울게 하나도 없어,39315,171
아이유,너의 의미 (Feat. 김창완),2014-05-16,너의 그 한 마디 말도 그 웃음도 나에겐 커다란 의미 너의 그 작은 눈빛도 쓸쓸한 그 뒷모습도 나에겐 힘겨운 약속 너의 모든 것은 내게로 와 풀리지 않는 수수께끼가 되네 슬픔은 간이역의 코스모스로 피고 스쳐 불어온 넌 향긋한 바람 나 이제 뭉게구름 위에 성을 짓고 널 향해 창을 내리 바람 드는 창을 너의 그 한 마디 말도 그 웃음도 나에겐 커다란 의미 너의 그 작은 눈빛도 쓸쓸한 그 뒷모습도 나에겐 힘겨운 약속 너의 모든 것은 내게로 와 풀리지 않는 수수께끼가 되네 슬픔은 간이역의 코스모스로 피고 스쳐 불어온 넌 향긋한 바람 나 이제 뭉게구름 위에 성을 짓고 널 향해 창을 내리 바람 드는 창을 슬픔은 간이역의 코스모스로 피고 스쳐 불어온 넌 향긋한 바람 나 이제 뭉게구름 위에 성을 짓고 널 향해 창을 내리 바람 드는 창을 너의 그 한 마디 말도 그 웃음도 나에겐 커다란 의미너의 그 작은 눈빛도쓸쓸한 그 뒷모습도 나에겐 힘겨운약속,235483,172
BIGBANG (빅뱅),LAST DANCE,2016-12-13,영원할 줄 알았던 사랑도 저물고이젠 그 흔한 친구마저 떠나가네요나이가 들어서 나어른이 되나 봐요왜 이렇게 불안할까사람들은 오늘도 과거에 머물고세상은 나 없이도 잘 돌아가네요아직은 어려서 나철이 안 드나 봐요왜 이렇게 바보 같을까아무것도 없이그저 행복해하던 때가엊그제 같은데그래 너무 멀리 와버렸어 난 기억이 안 나모든 게 처음이라서툴고 설레이기만 해그 시절 기억들이아직도 꿈만 같은데 난 지금 어디로 가는지나는 이 노랠 부르며너에게 돌아갈 거야아름다웠던 그댈다시 볼 수 있다면너와 이 노랠 들으며마지막 춤을 출 거야이 순간을 기억해 언제까지라도Just one last dance희미한 불빛이 되어 별들 사이로너 또한 이 별이 되어 손짓하네요혼자가 되어서 나외로워 보이나요왜 이렇게 눈물이 날까아무것도 없이그저 행복해하던 때가엊그제 같은데그래 너무 멀리 와버렸어 난 기억이 안 나모든 게 처음이라서툴고 설레이기만 해그 시절 기억들이아직도 꿈만 같은데 난 지금 어디에 있는지나는 이 노랠 부르며너에게 돌아갈 거야아름다웠던 그댈다시 볼 수 있다면너와 이 노랠 들으며마지막 춤을 출 거야이 순간을 기억해 언제까지라도Just one last dance음악은 계속해서 흐르고여기 너를 기다리고 있는나에게 기회를 줘제발 단 한 번만 부디 약속할게 그리 길지는 않을 테니나는 이 노랠 부르며나는 이 노랠 부르며너에게 돌아갈 거야아름다웠던 그댈 다시 볼 수 있다면너와 이 노랠 들으며마지막 춤을 출 거야이 순간을 기억해 언제까지라도Just one last dance너와 손을 잡고춤을 추던 어젯밤찬란히 빛이 나는아름다운 One last smile빨주노초 알 수 없던 황홀경내가 보고 느끼던세상과는 안 어울려너와 손을 잡고춤을 추던 어젯밤찬란히 빛이 나는아름다운 One last smile빨주노초 알 수 없던 황홀경내가 보고 느끼던세상과는 안 어울려,166446,173
SG 워너비,살다가,2005-03-23,살아도 사는 게 아니래너 없는 하늘에창 없는 감옥 같아서웃어도 웃는 게 아니래초라해 보이고우는 것 같아 보인대사랑해도 말 못 했던 나내색조차 할 수 없던 나나 잠이 드는 순간조차그리웠었지살다가 살다가 살다가 너 힘들 때나로 인한 슬픔으로후련할 때까지울다가 울다가 울다가 너 지칠 때정 힘들면 단 한 번만 기억하겠니살다가웃어도 웃는 게 아니래초라해 보이고우는 것 같아 보인대사랑해도 말 못 했던 나내색조차 할 수 없던 나나 잠이 드는 순간조차그리웠었지살다가 살다가 살다가 너 힘들 때나로 인한 슬픔으로후련할 때까지울다가 울다가 울다가 너 지칠 때정 힘들면 단 한 번만 기억하겠니우린 마지못해 웃는 거겠지우린 마지못해 살아가겠지내 곁에 있어도 나의 곁에 있어도눈물나니까살다가 살다가 살다가 너 힘들 때나로 인한 슬픔으로후련할 때까지태워도 태워도 태워도 남았다면남김없이 태워도 돼후련할 때까지나 살다가나 살다가,74637,174
주호,어떻게 내가 널 잊고 살아,2020-09-09,많이 어렸었나 봐같은 시간 속에 영원할 것 같던 우리항상 웃어주던 너라서생각해본 적 없던 이별이라서더 아파조금 지나면 괜찮을 줄 알았어어제까지만 아프길 바랬어가끔 돌이켜 생각해 보면주변 사람들 모두참 예쁘다 말해주던 우리였는데어떻게 내가 널 잊고 살아고작 이별이라는 게 쉬울 줄 알았어잘해준 기억보다 더 받은 추억이 많아서아직은 안 되나 봐오늘도 난 여전히 너야시간 지나면 괜찮을 줄 알았어좋은 추억들로 남기를 바랬어지금 돌이켜 생각해 보면왜 그땐 몰랐을까네 맘 하나 눈치 못 챈 내가 미워서어떻게 내가 널 잊고 살아고작 이별이라는 게 쉬울 줄 알았어잘해준 기억보다 더 받은 추억이 많아서아직은 안 되나 봐어떻게 내가 널 지우고 살아사랑이라는 게 쉬울 줄 알았어잘해준 기억보다 받은 추억이 더 많아서오늘도 난 여전히 너야,23790,175
엠씨더맥스 (M.C the MAX),사계 (하루살이),2019-01-02,슬픈 예감 앞에 굳게 감아진 두 눈지금 고개 들면 넌 떠나갈 텐데못난 걸음은 멈춰버리고숨소리마저 다 아는 듯적막한 두려움 속에결국 너를 놓치고 말겠지널 그리면서 매일 울며 보내겠지겨우 눈을 뜨고서 너를 보내면나는 어쩌면 나는 어쩌면하루도 못 살 것 같아이제 난 하루살이하루하루 내일도 잃어버린 채너를 사랑했던 오늘만을 살고내게 웃어 준 네 얼굴을 그리다사라지겠지 어둠 속으로너의 뒷모습만 내게 남아날 원망하고 매일 취한 채 살겠지그렇게도 기다린 봄은 오지만나는 어쩌면 여기너 없는 겨울에 갇힌 채 살아겨우겨우 살아내도사랑한 네가 없는데여름 장마처럼 울다 보면 올까낙엽 되어 내 마음 위로 내릴까의미 없겠지 모든 계절의 난너의 곁에 머물던 너를 사랑했던너를 안았던 나의 마음을 기억해줘하루하루 내일도 잃어버린 채너를 사랑했던 오늘만을 살고내게 웃어 준 네 얼굴을 그리다사라지겠지 기억 속으로,124506,176
백아연,이럴거면 그러지말지 (Feat. Young K),2015-05-20,궁금해서 잠이 안 와그때 왜 그랬어구차해도 묻고 싶어그때 난 뭐였어나나나나 나나 나나나만 애 탄거니나나나나 나나 나나난 진심인데 넌그랬구나 그랬어좋았는데 넌 아니었나 봐그랬구나 그때 넌그런 줄 모르고 나 혼자이럴 거면 바래다주었던 그날 밤넌 나를 안아주지 말았어야지설렘에 밤잠 설치게 했던 그 말그 말도 말았어야지그러지는 말지비겁하게 숨어버린 너를돌아 올 거라고 믿은 내가 바보야사랑스럽게 날 보던 네 눈빛에빠졌던 내가 바보지이럴 줄도 모르고이렇게 돼 버린 이상그냥 얘기할게이미 떠나버린 니 맘돌릴 순 없으니그랬구나 그랬어좋았는데 넌 아니었나 봐그랬구나 그때 넌네 생각 뿐인데 나 혼자이럴 거면 바래다주었던 그날 밤넌 나를 안아주지 말았어야지설렘에 밤잠 설치게 했던 그 말그 말도 말았어야지이럴 줄은 몰랐어어때 넌 어떻게 하고 싶니지금 이 순간의 감정일지중간에 금방 에러가 날것인지I don’t know 하지만 내 생각엔오래가진 못할 거 같아너 아닌 나 때문에이 관계는 이어지지 못해잠 못 들어 아픈 이 새벽잘 지내니 문자 한번쯤은 해주지혹시나 하며 올린 우리 얘기에좋아요 누르지 말지괜히 기대 하게바래다주던 그 날 밤처럼돌아와서 포근하게 나를 안아줘설렘에 밤잠 설치게 했던 말로또 두근거리게 해줘다시 날 녹여줘이럴 거면 귀엽다고 하지 말지그러지 말지혼잣말만 늘어가네전하지도 못할 말만,224783,177
지연,또르르 (2022),2022-07-15,또르르 눈물이 흘러간다또르르 또르르르소리없는 아픔을 이기지도 못한 채파르르 손끝이 떨려온다파르르 파르르르따스했던 시간을 기억하나봐사랑을 하면 더 예뻐진대사랑을 하면 좀 달라진대어떻게 해야 내 안의 사랑이더 예뻐질까요생각을 하면 눈물이 나고눈물이 나면 또 생각나는그런 사람이 곁에 있다는 게다행이죠스르르 두 눈이 감겨온다스르르 스르르르고운 미소 향기에꿈을 꾸고 싶었나봐또르르 사랑이 흘러간다또르르 또르르르맘이 시려울만큼 좋아하나봐사랑을 하면 더 예뻐진대사랑을 하면 좀 달라진대어떻게 해야 내 안의 사랑이더 예뻐질까요생각을 하면 눈물이 나고눈물이 나면 또 생각나는그런 사람이 곁에 있다는 게다행이죠가슴에 차가운 네가 내리면못본 듯이 그저 웃어야 해요행여 네가 돌아볼까봐항상 그 자리를 맴도는어리석어도 행복한 사랑이 좋아서사랑을 하면 더 예뻐진대사랑을 하면 좀 달라진대어떻게 해야 내 안의 사랑이더 예뻐질까요생각을 하면 눈물이 나고눈물이 나면 또 생각나는그런 사람이 곁에 있다는 게다행이죠,3617,178
정은지,하늘바라기 (Feat. 하림),2016-04-18,꽃 잎이 내 맘을 흔들고 꽃 잎이 내 눈을 적시고 아름다운 기억 푸른 하늘만 바라본다꼬마야 약해지지마 슬픔을 혼자 안고 살지는 마 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에그댈 위로해요 그댈 사랑해요 그대만의 노래로 뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두하늘바라기 하늘만 멍하니 가장 큰 하늘이 있잖아그대가 내 하늘이잖아후회 없는 삶들가난했던 추억난 행복했다아빠야 약해지지마 빗속을 걸어도 난 감사하니깐 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에그댈 위로해요 그댈 사랑해요 그대만의 노래로 따뜻한 바람이 부는 봄 내음그대와 이 길을 함께 걷네 아련한 내 맘이 겨우 닿는 곳에익숙한 골목 뒤에 숨어있다가그대 오기만 오기만기다린 그때가 자꾸만 떠올라가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에그댈 위로해요 그댈 사랑해요 그대만의 노래로 뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두하늘바라기 하늘만 멍하니,166837,179
장덕철,그날처럼,2017-11-28,참 많은 시간이 흘러가고넌 어떻게 사는지 참 궁금해날 걱정하는 사람들에게다 잊었단 거짓말하는 내가 참 미운 날아름다운 이별은 세상에 없다지만그때 내가 조금 더 너를 편하게 보내줬다면다른 사람 또 만나 행복할 니가 가끔은내 생각할 때에 지을 표정이 참 궁금해날 보는 네 눈이 좋아서 얼굴 붉히며 딴청 피던 아름답던 그날처럼 좋은 사람 만나 사랑 받고 너도 이젠 웃을 수 있길찬란했던 우리 그날처럼비어있는 지갑에 음식점을 서성이면월급날이라며 손잡아 이끌어주던만 원짜리 커플링 고맙다며 펑펑 울던과분한 네 사랑 받을 사람 참 부러워날 보는 네 눈이 좋아서 얼굴 붉히며 딴청 피던 아름답던 그날처럼 좋은 사람 만나 사랑 받고 너도 이젠 웃을 수 있길찬란했던 우리 그날처럼문득 들려오는 너의 소식에가끔씩은 혼자 울 수 있길끝까지 이기적인 내가이젠 나 없이도 괜찮다 너에게 듣고 싶던 말좋은 사람 만나 미안해 다시 돌아갈 순 없지만아름답던 우리 그날,246735,180
엠씨더맥스 (M.C the MAX),One Love,2002-11-01,이젠 내가 돌아서려 해 다신 그 사람과 네 앞에서 보이지 않게 이제 너에겐 어떤 바램도 작은 기대조차 할 수 없는 나잖아 하지만 시간이 많이 지난 후에도 나의 숨결 나의 향기 네게 묻어있다면 언제나 힘들던 이룰 수 없던 사랑 너에게도 너무 큰 아픔이었다면 다시 내게 돌아와 너를 떠나보내고 후회하고 있는 내게 함께 할 수 없음이 나에겐 너무도 커다란 아픔인 걸 아니 언제나 힘들던 이룰 수 없던 사랑 너에게도 너무 큰 아픔이었다면 돌아와 줘후회 없는 사랑하기 위해 내가 택한 사람은 너뿐야 언젠간 내게 돌아와 줄 너잖아 힘든 시간 다 지나고 오랜 간절함에 되찾은 내 마지막 사랑인 걸다시 내게 돌아와 너를 떠나보내고 후회하고 있는 내게 함께 할 수 없음이 나에겐 너무도 커다란 아픔인 걸 아니,109387,181
멜로망스,동화,2018-07-03,너의 마음속 내 모습들언젠가 얘기해줬을 때듣고 있는 날엔 어느새날 위한 이야긴 듯해너의 마음이 아니면 들을 수 없을 내 얘기들네 안에 그려진 내 모습이 그저 고마울 뿐이야너를 위한 이야기로 있어줄게언제나 네 옆에서 힘이 돼줄게항상 너만의 예쁜 이야기로 네 옆에 남아 있을게우리가 나눈 시간 위에그린 서로의 모습들이앞으로의 우리에 대해믿을 수 있게 하는 듯해너의 마음이 아니면 볼 수 없었을 내 모습들너도 몰랐었던 네 모습을 너에게 들려줄게너를 위한 이야기로 있어줄게언제나 네 옆에서 힘이 돼줄게항상 너만의 예쁜 이야기로네 옆에 남아 있을게서로의 마음속에 그려 왔었던우리라는 그림들을서로 나누고 있었을 때 지킬 수 있을 미래가 돼항상 너만의 예쁜 이야기로 네 옆에 남아있을게너를 위한 이야기로 있어줄게언제나 네 옆에서 힘이 돼줄게항상 너만의 예쁜 이야기로 네 옆에 남아 있을게널 향한 맘을 나 항상지킬게,126041,182
거미,빗방울,2022-07-17,차갑던 바람에 얼던 내 밤어느새 시간도 흘러무뎌지네그런 내게따스한 곁을 넌 주곤 해한겨울에 핀 꽃같이겨우 나랜 계절 속에울고 웃던홀로 걷던저물어 가던 날안아주네봄에도 시리던나의 아픔이누군 모를저린 그날이어떤 말도 넌필요 없이 꼭웃어줬어쏟아지던 빗방울도 이젠그쳤네언젠가 들리던 너의 숨결참아도 흐르던 말들그 속에서 보인 눈물이젠 내 곁에 기대요지우진 못한들우리 앞에 놓인 수많은 사랑을지켜줄게 이 말을약속해 너의손을 잡고서이렇게봄에도 시리던나의 아픔이누군 모를저린 그날이어떤 말도 넌필요 없이 꼭웃어줬어쏟아지던 빗방울도 이젠그쳤네,1788,183
다비치,거북이,2013-03-04,거북아 그 속도론 멀리 못 도망가게다가 그 길은 더 멀고 험하잖아상처가 아물고 다 나으면 떠나가진심이야 그럼그 때 보내 줄 테니까숨지마 차라리 내 맘을 훔치지마거짓말 느리고 느린 너의 걸음마내 가슴 깊이 하는 말내게로 와요마음을 둘 곳도 없고더 갈 곳도 없는슬픈 거북이 한 마리상처가 많아 너 혼자서매일 외롭게 숨는 거니너를 지킬 수 없고더 사랑도 없는내 가슴 아픈 이야기조금 늦어도 좋아한 걸음 한 걸음 천천히하루만 더 지나면괜찮아 질거야자꾸만 주문처럼외우는 혼잣말거북아 널 볼 때면내 모습 같아눈물 나 미친 듯이계속 흘러나와새싹이 나겠지 꽃이 보이겠지내 눈물의 사랑은씨앗을 꼭 품겠지내 가슴 깊이 하는 말내게로 와요마음을 둘 곳도 없고더 갈 곳도 없는슬픈 거북이 한 마리상처가 많아 너 혼자서매일 외롭게 숨는 거니너를 지킬 수 없고더 사랑도 없는내 가슴 아픈 이야기조금 늦어도 좋아한 걸음 한 걸음 천천히나보다 느린 네 발걸음에맞춰 걸으며더 이상 너 혼자 울지 않도록you're always be myalways be my love마음을 둘 곳도 없고더 갈 곳도 없는슬픈 거북이 한 마리제발 날 떠나지마상처가 많아 너 혼자서매일 외롭게 숨는 거니너를 지킬 수 없고더 사랑도 없는내 가슴 아픈 이야기조금 늦어도 좋아한 걸음 한 걸음 천천히,102456,184
한동근,그대라는 사치,2016-08-24,그림 같은 집이 뭐 별거겠어요 어느 곳이든 그대가 있다면 그게 그림이죠빛나는 하루가 뭐 별거겠어요어떤 하루던 그대 함께라면 뭐가 필요하죠나 그대가 있지만 힘든 세상이 아니라힘든 세상 이지만 곁에 그대가 있음을 깨닫고 또 감사해요 또 기도해요 내 곁에서 변치 않고 영원하길 기도 드리죠무려 우리 함께 눈뜨는 아침과매일 그댈 만나 돌아오는 집 앞나 만의 그대 나의 그대 내겐 사치라는걸과분한 입맞춤에 취해 잠이 드는 일그래 사치 그댄 사치 내겐 사치행복이란 말이 뭐 별거겠어요그저 그대의 잠꼬대 마저 날기쁘게 하는데사랑이란 말이 뭐 별거겠어요그저 이렇게 보고만 있어도입에서 맴돌죠나 그대가 있지만 거친 세상이 아니라거친 세상 이지만 내겐 그대가 있음을 깨닫고 또 다짐하죠 또 약속하죠 그대 곁에 변치않고 영원하길 약속할게요무려 우리 함께 눈뜨는 아침과매일 그댈 만나 돌아오는 집 앞나 만의 그대 나의 그대 내겐 사치 라는걸과분한 입맞춤에 취해 잠이 드는 일그래 사치 그댄 사치 내겐 사치내가 상상하고 꿈꾸던 사람 그대정말 사랑하고 있다고 나 말 할 수 있어서믿을 수 없어 정말 믿을 수 없어내가 어떻게 내가 감히 사랑할 수 있는지 말야   무려 우리 함께 잠드는 이 밤과매일 나를 위해 차려진 이 식탁나 만의 그대 나의 그대 내겐 사치 라는걸과분한 입맞춤에 취해 잠에 드는 일그래 사치 그댄 사치 내겐 사치,198535,185
김종완 of NELL,용기,2022-06-29,너를 보며 나를 생각 했어머뭇거리는 그 눈빛으로왠지 모를 너만의 것이 있겠다고조용히 맴도는 네가말없이 말하는 네가너 다웁게 빛나는 걸너를 보며 나를 알게 됐어작은 그곳에 숨 돌릴 틈 없다는 걸알 수 없는 바람이 날 찾아왔어나처럼 꿈꾸는 네가자꾸만 보이는 네가소리 없이 내 문을 열어한 걸음 뒤에선 당신이그렇게 세상과 날 발 맞추게 하네물결처럼 나는 자유롭게가슴 뛰게 하는 널 향해한 걸음 뒤에선 당신이그렇게 세상과 날 발 맞추게 하네물결처럼 나는 자유롭게가슴 뛰게 하는 널 향해한 걸음 뒤에선 당신이그렇게 세상과 날 발 맞추게 하네물결처럼 나는 자유롭게가슴 뛰게 하는 널 향해,3589,186
전미도,사랑하게 될 줄 알았어,2020-05-22,널 처음 사진으로 본 그날구십구년 일월 삼십일일그날 이후 지금 이 순간까지나 하나만 기다려준 너를오늘도 습관 같은 내 전화따스히 받아 주는 너에게세상 가장 행복한 사람으로만들어 준 너를 너무 사랑해사랑하게 될 줄 알았어우리 처음 만난 그날에시간 속에 희미해지는 사랑에그대가 흔들린대도그땐 내가 잡을게요 그대처럼너무 편한 사이가 싫어서너무 오랜 사랑 힘들어서아픈 눈물 흘리는 널 돌아선못된 내 마음도 기다려준 너를사랑하게 될 줄 알았어우리 처음 만난 그날에시간 속에 희미해지는 사랑에그대가 흔들린대도그땐 내가 잡을게요 그대처럼얼마나 힘들었을까 못난 내 눈물도따스히 감싸준 너를오 사랑하게 될 줄 알았어우리 처음 만난 그날에시간 속에 희미해지는 사랑에그대가 흔들린대도 내가 잡을게요아무 걱정 마요 내 손을 잡아요처음 그날처럼 우리,149558,187
V.O.S,다시 만날까 봐,2019-09-01,인스타로 몰래 보는 너의 하루들누가 봐도 헤어진 티를 내팔로우 다 끊고서좋아요는 왜 눌렀니참 바보 같은 사람이야잘 먹지도 못하는 술은왜 매일 마시고늘 예쁜 얼굴 많이 야위었어혼자 있으면 나도 그래술이 없으면 못 자고많이 괴로워해이럴 거면 우리 미친 척하고다시 만날까 봐다시 시작할까 봐친구들 만나는 거그렇게 좋아하면서집에만 있니 더 우울하게혼자 있으면 나도 그래누구도 만나기 싫어숨고만 싶은데이럴 거면 우리 미친 척하고다시 만날까 봐다시 시작할까 봐못 잊을 거야너와 추억한 지난날들을난 아직까지도 너무나 선명해그렇게 선명한 만큼지키고픈 우리 기억들이잊혀지는 게 정말 많이 두려워혼자 있으면 나도 그래늘 혼자 센척했지만 많이 두려워해이럴 거면 우리 미친 척하고다시 만날까 봐다시 시작할까 봐우리 여기서 끝나면 안 돼,92265,188
규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),2020-08-23,어떤 말로 표현해야그대 알 수 있을까요어떤 맘을 담아내야만그대에게 전해질까하루 종일 눈에 아른거려서똑같은 매일을 보내고 있다고나의 맘이 부담이 돼그대가 달아날까 봐함께 있는 지금만으로도충분하다 생각했지만점점 커지는그댈 향한 마음에이젠 말을 하고 싶죠그댈 사랑하고 있어요꽤 오래전부터그대를 처음 본 후 지금까지내 마음이 한순간 네게 움찔했죠그때부터 나의세상은 달라졌죠그댄 아마 모르겠죠나의 이런 마음들을요동치는 소리까지도꼭 숨겼으니까난 아직도 많이 겁이 나지만이제는 용기 내볼게요그댈 사랑하고 있어요꽤 오래전부터그대를 처음 본 후 지금까지내 마음이 한순간 네게 움찔했죠그때부터 나의 세상은 달라졌죠곁에 있는 지금도 행복해여태껏 아껴뒀던 말그댈 사랑하고 있어요꽤 오래전부터혹시 그대도 나와 같길 기도하며내 마음이 한순간 네게 움찔했죠그때부터 나의 세상은 달라졌죠,115055,189
