,가수명,노래제목,발매일,가사,좋아요수,감정
45,소유 (SOYOU),길에서 (Feat. 적재),2019-12-23,하루 종일 비가 와서 니 얼굴이 또 생각 나 눈물이 났어 한 걸음 더 걸어가면 잊혀질까 봐 비를 맞으며 서 있었어 차갑게 젖어 버린 내 가슴 안에서 아직도 아직도 널 부르잖아 이 길에서 널 만날 수 있다면 그 날처럼 널 보내지 않을 거야 눈물이 멈춘대도 너를 지울 수는 없을 것 같아 너 올까봐 어느새 그친 빗줄기에 니 모습도 사라졌어 보이지 않아 한번만 더 한번만 더 보고 싶어서 마른 하늘에 널 그렸어 차갑게 식어 버린 내 목소리 마저 아직도 이렇게 널 부르잖아 이 길에서 널 만날 수 있다면 그 날처럼 널 보내지 않을 거야 눈물이 멈춘대도 너를 지울 수는 없을 것 같아 니가 다시 올까봐 기다릴게 나 여기 서 있을게 늦기 전에 지금 내게 돌아와줘 이 길에서 널 만날 수 있다면 그 날처럼 널 보내지 않을 거야 눈물이 멈춘대도 너를 지울 수는 없을 것 같아 꼭 돌아와 날 안아줘 ,5946,regret
46,T.P RETRO (타디스 프로젝트舊),오늘도 그대만 (Feat. 정동원),2017-02-28,봄날처럼 몰래 다가왔던 나의 그대 여름 같이 뜨거웠던 우리의 시간들 어느덧 찾아온 시린 겨울 혹시 그대 아프진 않을까 걱정돼요 그대에게 부족한 나라서 나 그렇게 그댈 붙잡지 못했죠 소리 없이 울먹이던 그대 그만하자는 그 말 다 거짓말이죠 오지 않는 전화를 붙잡고 후회만 하는 참 바보 같은 나 그땐 뭐가 그렇게 어려웠던 건지 조용히 그대 마음 안아줄 걸 우연처럼 다시 와줘요 내 품에 머물던 그대 온기 남았는데 그댈 사랑한 만큼 하루하루 겨우 버텨봐도 너무 아파 매일 그대 생각에 살아요 빗방울이 떨어지던 그 밤 우산처럼 기울던 그대와 나는 하염없이 눈물만 흘렸죠 돌아온다는 그 말 다 거짓말이죠 오지 않는 전화를 붙잡고 후회만 하고 있는 참 바보 같은 내가 그댈 사랑한 만큼 하루하루 겨우 버텨봐도 너무 아파 매일 그대 생각에 살아요 오늘도 술에 취해 그댈 부르고 후회만 하고 있는 참 이기적인 내가 우리 사랑한 만큼 지우기엔 너무 아픈 그대 이름 매일 그대 생각에 울어요 다시 내게 와줘요 ,101735,regret
47,박효신,별 시 (別 時),2018-04-30,You are my star 이 노래는 너야 불빛 하나 없는 길을 걷게 해 줄 기나긴 밤 쓰다 만 이 노래의 의미를 찾고 있어 나 여기서 두 팔 벌려 힘껏 달려와 내게 입 맞추던 그 눈빛을 그 사랑을 기다리고 있어 나였다면 언젠가 돌아본 그곳에 너를 바라보던 그 하늘이 나였다면 다시 나의 별이 되어줘 주머니 속 내 손을 꼭 잡고 형편없는 나의 말에 웃어주던 그리운 밤 아무 일 없는 듯이 전화를 걸고 있어 나 여기서 두 팔 벌려 힘껏 달려와 내게 입 맞추던 그 눈빛을 그 사랑을 기다리고 있어 나였다면 언젠가 돌아본 그곳에 너를 바라보던 그 하늘이 나였다면 내가 너의 밤이 돼 줄게 어느 멋진 날 너에게 줄 노래 ,61064,regret
48,장나라,그게 정말이니?,2003-12-03,후회는 없을거라고 그만큼 사랑했다고 지금 흔들리는 목소리로 이별을 얘기하는거니 사랑한 순간이야 그래 나도 기억하니까 니 말대로 후회는 없을꺼야 잊을순 없겠지만 그게 정말이니 너 돌아서는 모습이 정말 마지막이니 아무말 없이 너를 보내고 난 뒤에 후회하면 어떡하니 어쩌면 너의 말처럼 조금씩 잊혀진대도 아직까지는 나 단 하루도 너 없인 안되는데 그게 정말이니 너 돌아서는 모습이 정말 마지막이니 아무말 없이 너를 보내고 난 뒤에 후회하면 어떡하니 지금이라도 널 품에 안고 괜찮아 하면 돌아올꺼니 지나간 날에 이쁜추억 하나로 이렇게 너 남는거니 이렇게 멀어져 가는 그대 그저 힘없이 바라볼 뿐소리쳐 불러봐도 잡을수 없기에 이건 안 된다고 가지 말라고 제발 내곁에 있어 달라고 마음속으로 너를 한없이 불러도 아무 소용 없겠지만 자꾸 돌아보며 머뭇거리는 저 멀리 니 모습 때문에 너로 인해서 행복했던 나란걸 지금에야 알게 됐어 이렇게,9600,regret
49,이진성 (먼데이 키즈),Letter,2009-02-12,텅 빈 방안에 앉아 너의 사진을 본다 해맑았던 미소가 날 붙잡아 발이 떨어지질 않아 못난 나의 자존심땜에 많이 다퉜었지만 항상 내 걱정만 했던 너라서 이젠 내 맘이 아프다 못해준게 너무나 많아서 사랑한단 한마딜 못해서 아픈 가슴 꼭 잡고 너를 소리쳐 부른다 미안하다 많이 보고싶구나 혼자 남겨졌단 사실에 너무 슬펐었지만 이젠 너를 위해 기도를 할께 부디 아프지 않기를 못해준게 너무나 많아서 사랑한다 한마딜 못해서 아픈 가슴 꼭 잡고 너를 소리쳐 부른다 미안하다 많이 보고싶구나 혹시 나를 보고 있다면 지금이라도 내 얘길 들어줄 수 있다면 홀로 남겨뒀다 미안해 말아 그 맘 다 알아 나 기억할테니 괜찮아 함께여서 참 행복했는데 둘이라서 정말 좋았었는데 눈부시게 빛나던 우리 추억을 삼킨다 고마웠다 나의 친구여 안녕,9966,regret
50,경서예지,사실 나는 (Feat.전건호),2020-04-12,그땐 우리 둘 다 철없이 어리기만 했나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 매일 너만 기다렸어 행복한 시간뿐이었어 너에게 받은 만큼 잘해주지 못해서 미안해 사실 나는 니가 보고 싶어 겉으로는 티 안 나게 사람들과 웃곤 해도 정말 많이 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 아직 니 생각뿐이야 그땐 나도 너무 어려서 사랑을 몰랐나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 나도 너만 기다렸어 꿈같던 시간뿐이었어 너에게 사랑 주는 게 그렇게 좋았었어 사실 나도 많이 보고 싶어 겉으로는 티 안 나게 사람들과 어울려도 정말 니가 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 모두 되돌리고 싶어 더 잘해주고 아껴줬다면 내 곁에 있을까 헤어지기 전으로 돌아간다면 좀 더 노력하고 애쓸 텐데 이렇게 아플 걸 알면 절대 놓지 않을 텐데 정말 잘해줄 텐데 혹시 너도 그리웠다면 조금 니 맘도 내 맘과 같은 마음뿐이라면 당장 달려가 널 안고서 말하고 싶어 아직은 널 지우지 못한다고 널 보내기는 싫다고 후회하기는 싫다고 돌아와 줄래 나에겐 너뿐이라고 내겐 ,94210,regret
51,임영웅,사랑은 늘 도망가,2021-10-11,눈물이 난다 이 길을 걸으면 그 사람 손길이 자꾸 생각이 난다 붙잡지 못하고 가슴만 떨었지 내 아름답던 사람아 사랑이란 게 참 쓰린 거더라 잡으려 할수록 더 멀어지더라 이별이란 게 참 쉬운 거더라 내 잊지 못할 사람아 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 바람이 분다 옷깃을 세워도 차가운 이별의 눈물이 차올라 잊지 못해서 가슴에 사무친 내 소중했던 사람아 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 기다림도 애태움도 다 버려야 하는데 무얼 찾아 이 길을 서성일까 무얼 찾아 여기 있나 사랑아 왜 도망가 수줍은 아이처럼 행여 놓아버릴까 봐 꼭 움켜쥐지만 그리움이 쫓아 사랑은 늘 도망가 잠시 쉬어가면 좋을 텐데 잠시 쉬어가면 좋을 텐데 ,169270,regret
52,노형돈,이별을 통보받은 날,2021-10-11,그냥 똑같이 너를 만나서 그냥 평소와 같은 곳에 가서 이별을 통보받은 그날 나는 어떤 말을 해야 했을까 그날 똑같이 예쁜 얼굴로 그날 처음 만난 네 모습 그대로 사랑을 끝내자는 네 말 나는 어떤 말을 해야 했을까 아직 사랑한단 말도 서투른데 아직 끝내기엔 너무 많이 이른데 너를 만나서 너를 알아서 내가 참 많이 행복했었는데 이제 헤어진다는 걸 알면서 이제 보내줘야 하는 걸 너무 잘 알면서 너를 보내며 나를 달래며 혼자 널 잡을 말을 생각해 니 맘 몰라줬던 나를 탓하며 니 말 모른 척했던 그때를 탓하며 이별을 준비 못 한 내가 네게 어떤 말을 해야 했을까 아직 사랑한단 말도 서투른데 아직 끝내기엔 너무 많이 이른데 너를 만나서 너를 알아서 내가 참 많이 행복했었는데 이제 헤어진다는 걸 알면서 이제 보내줘야 하는 걸 너무 잘 알면서 너를 보내며 나를 달래며 혼자 널 잡을 말을 생각해 미안 미안 ,444,regret
53,이예준,사랑이 아니었다고 말하지 마요,2022-01-09,소중한 건 금방 달아날 것만 같아 너를 지우면 그게 나이긴 한 걸까 나의 어제이고 오늘인 너는 아파 눈 감으면 네 생각이 나 사랑했던 모든 날이 좋았어 어쩌려고 내가 너를 놓았을까 나의 세상 나의 시간 잊지 말아요 늘 그리워서 눈이 부시게 너로 반짝이던 가득 빛나던 밤 영원할 줄 알았던 우리의 그때를 사랑이 아니었다 말하지 마요 덜컥 네 생각에 참아왔던 마음이 손쓸 틈 없이 쏟아져 내려 오늘도 구름 낀 하늘 비가 올 것만 같아서 난 하염없이 네 생각이 나 바보처럼 아껴왔던 마음이 지칠 만큼 오늘따라 조금 벅차 나의 세상 나의 시간 잊지 말아요 늘 그리워서 눈이 부시게 너로 반짝이던 가득 빛나던 밤 영원할 줄 알았던 우리의 그때를 사랑이 아니었다 말하지 마요 내일의 너에게 난 어떻게 그려질까 점점 선명해질까 아님 잊혀져갈까 손 내밀면 닿을 것 같은 그때의 기억 늘 그리워서 모든 시간이 너로 가득했어 아련한 꿈처럼 소중하고 또 애틋한 우리의 그때를 사랑이 아니었다 말하지 말아요 ,27077,regret
54,이예준,그날에 나는 맘이 편했을까,2020-12-03,늘 똑같은 일로 싸우다 지친 우리 끝날 때 됐나 봐 너답지 않던 모습 더는 지켜보기 힘들었어 다시 주워 담기 힘든 말들 쏟아내고 집에 돌아왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 니가 가장 듣기 싫어했던 얘기들만 뱉어내고 왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 상처받았다고 말하지 말아줘 나를 더욱더 사랑해줬더라면 아니 처음부터 만나지 말았다면 행복했을까 정말 널 미워해서 이랬을까 이렇게까지 해서라도 우릴 되돌리고 싶었는데 나를 떠나는 이유가 너는 필요했던 거니까 내가 그 이유를 만들어줄게 미안한 마음들 갖지 않도록 ,82983,regret
55,신예영,우리 왜 헤어져야 해,2019-11-20,이런 말 하기까지가 참 어려워서 그대를 보낼 준비가 되질 않아서 아프고 또 아파서 이젠 무뎌진 걸까 나의 욕심인가 봐 서운한 말을 하는 게 너무 미안했어 그토록 바라고 또 바랬던 서롤 볼 수 없을까 봐 그랬나 봐 내가 헤어지고 나서야 궁금해진 말 우리 왜 헤어져야 해 혹시 내가 잘못 한 게 있다면 한 번 더 내게 기회를 준다면 내가 더 노력할게 네가 싫어하던 행동도 다신 하지 않을게 돌아와 나를 꼭 안아줘 마음이 변한 거라면 솔직했음 해 내가 좀 구차해지면 다 잊혀질까 널 다시 외면하고 지낼 수 있을까 원래 없었던 것처럼 나 정말 나는 헤어지기 싫어 네가 너무 보고파 네가 자꾸 생각나 내게 돌아와 줘 그때 널 붙잡지 못했던 나를 용서한다면 돌아와 나를 꼭 안아줘 많이 사랑하나 봐 비참해진 나지만 이렇게라도 해서 널 다시 만날 수 있게 되면 너무 밉다고 그냥 네게 안겨서 왜 이제서야 돌아왔냐고 울고불고 소리칠 텐데 나는 헤어지기 싫어 하고 싶은 말이 많은데 혼자 두고 가지 말라고 네 손을 붙잡아도 끝을 혼자 정해버리고 왜 날 두고 떠나가 다신 보지도 않을 사람처럼 아직 헤어지기 싫어 네가 아직 좋아서 찢어질 듯 아파와 그런 말 하지 마 내가 잘못 한 게 있다면 내가 미안하다고 제발 날 떠나지 말아 줘 ,126750,regret
56,#안녕,해요 (2022),2022-06-07,그녀와 나는요 그땐 참 어렸어요 많이 사랑했고 때론 많이 다퉜었죠 지금 생각하면 모두 내 잘못이죠 마지막 그날도 그녀는 울었어 나는 그녈 잡지 못했죠 지금까지도 너무 후회가 돼요 그 후로 누굴 사랑한 적 없어 아직은 그녀와 나는요 언젠가 만날 거죠 변해버린 모습 변해버린 시간 속에 하지만 괜찮아 내 눈엔 아름답던 예전 모습 그대로 일 거예요 그녀도 날 못 잊을 거야 나는 믿어요 그만큼 사랑했죠 그래서 우린 한 번은 만나야만 해요 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 언제라도 그녀도 날 못 잊을 거야 나는 믿어요 그만큼 사랑했죠 그래서 우린 한 번은 만나야만 해요 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 내가 매일 기다린다고 ,19112,regret
57,유주,날 떠나지마,2018-08-13,날 떠나지마 오늘 네 생각이 나 매일 밤 네 뒤에서 못 본 척하며 지냈어 너를 볼 수 있다면 다시 볼 수 있다면 그때 못 본 척 한 또 그런 일은 없을 것 같아 빈 잔이었다면 내가 가득 채울게 아름답던 날 그 모습까지 기억이 없다면 내게 바랬던 기억도 함께 지워줘 잊을 수 있게 기다려 떠나지마 오늘 네 생각이 나 매일 밤 네 뒤에서 못 본 척하며 지냈어 너를 볼 수 있다면 다시 볼 수 있다면 그때 못 본 척 한 또 그런 일은 없을 것 같아 진심이였다면 내가 노력해볼게 아름다울 날 그 모습까지 미련이 없다면 내게 말했던 약속도 모두 지워줘 잊을 수 있게 나의 곁에 있어줘 매일 널 기대하며 오늘도 네 뒤에서 괜찮은 척 난 지냈어 내가 할 수 있다면 너를 볼 수 있다면 내가 못 했던 말 그런 말을 전하고 싶었어 너를 사랑해서 너를 사랑해서 내가 혼자였던 밤이 지나면 날 안아줘 이제 돌아와 줘 그때가 그리워서 너를 사랑해서 너를 사랑해서 매일 밤 널 생각해 ,390,regret
58,선예,대낮에 한 이별,2022-02-04,마지막 인사를 주고받고 엉엉 울면서 서로를 한 번 꽉 안아 보고서 잘해준 게 하나도 없어 맘이 아프다며 서로의 눈물을 닦아 주었어 시간이 한참 지나고 나서 괜찮아지면 그때 친구로 다시 만나서 서로의 곁에 있어주잔 말을 남기고서 마지막으로 한 번 안아봤어 햇살이 밝아서 햇살이 아주 따뜻해서 눈물이 말랐어 생각보단 아주 빨리 죽을 것 같아서 정말 숨도 못 쉬었었어 근데 햇살이 밝아서 햇살이 밝아서 괜찮았어 헤어지기 직전에 그만 참지를 못하고 아주 바보 같은 질문을 했어 우리 혹시 헤어지지 않으면 안 되냐고 이제 얘기를 다 끝낸 후인데 그러자 너도 바보같이 대답을 못하고 멍하니 나만 바라보고 있어 우린 알고 있어서 너무 잘 알고 있어서 헤어지기가 너무 두려운 거야 햇살이 밝아서 햇살이 아주 따뜻해서 눈물이 말랐어 생각보단 아주 빨리 죽을 것 같아서 정말 숨도 못 쉬었었어 근데 햇살이 밝아서 햇살이 밝아서 괜찮았어 햇살이 밝아서 아픔을 잊을 수 있었어 햇살이 밝아서 눈물을 멈출 수 있었어 햇살이 밝아서 하늘이 너무 고마웠어 햇살이 밝아서 햇살이 밝아서 괜찮았어 괜찮았어 ,12671,regret
59,자신,보내야 할 때 보내지 못했어,2020-10-21,아직 너의 번호를 외우듯이 시간이 흘러도 여전한 추억 지우지 못한 한 사진 속 웃고 있는 우리가 예쁘다 처음 꽃을 선물하던 그날과 우리 처음 손 꼭 잡던 그날이 그렇게 아름답던 오래된 이야기가 이젠 너무 아픈 기억들로 남아 시간이 많이 흘러 누가 우릴 물을 때 아무렇지 않은 듯 웃는 날들도 올까 시간이 많이 지나 그런 날이 온다면 그땐 보내는 법을 배워볼게 우리 걷던 집 앞의 골목길 너 떠난 지 사계절이 지나 이젠 너 없이 혼자인 게 더 익숙한 난데 오늘따라 너무 보고 싶은 밤이야 시간이 많이 흘러 누가 우릴 물을 때 아무렇지 않은 듯 웃는 날들도 올까 시간이 많이 지나 그런 날이 온다면 그땐 보내는 법을 배워볼게 달이 지면 해가 뜨듯이 계절이 바뀌면 꽃이 피고 지듯이 언젠가 네 꿈을 꾸지 않게 될까 보고 싶어 하지 않는 날도 올까 만약은 없다지만 만약에 말이야 우리 서로 조금 더 솔직했더라면 쓰다듬으며 잠들고 웃으며 깨워주던 그런 하루가 여전했을까 사실은 돌아가고 싶어서 ,616,regret
60,백예린 (Yerin Baek),그럴때마다,2021-09-10,반복된 하루 사는 일에 지칠 때면 내게 말해요 항상 그대의 지쳐있는 마음에 조그만 위로 돼줄게요 요즘 유행하는 영화 보고플 땐 내게 말해요 내겐 그대의 작은 부탁조차도 조그만 행복이죠 아무런 약속도 없는 일요일 오후 늦게 잠에서 깨 이유 없이 괜히 서글퍼질 땐 그대 곁엔 세상 누구보다 그댈 이해하는 내 자신보다 그댈 먼저 생각하는 사람이 있죠 오랫동안 항상 지켜왔죠 그대 빈자리 이젠 들어와 편히 쉬어요  혼자서 밥 먹기 싫을 땐 다른 사람 찾지 말아요 내겐 그대의 짜증 섞인 투정도 조그만 기쁨이죠 아무런 약속도 없는 일요일 오후 누군가 만나서 하루 종일 거릴 걷고 싶을 땐 그대 곁엔 세상 누구보다 그댈 이해하는 내 자신보다 그댈 먼저 생각하는 사람이 있죠  오랫동안 항상 지켜왔죠 그대 빈자리 이젠 들어와 편히 쉬어요,33255,indifference
61,Collective Arts (콜렉티브아츠),나의 그늘,2017-07-27,나의 그늘이 좋다고 하는 너에게 무슨 말을 해야 좋을까 이 순간에도 가난한 나의 마음인데도 넌 왜 웃어 보일까 미운 말을 쏟아내 상처 주긴 쉬운데 넌 왜 아직 거기 서 있는데 해는 뜨지 않는데 내게 기댄 너는 나의 그늘이 좋대 어둠이 내리고 모두 떠나가도 가깝지 않은 곳 어디에서 너는 나의 믿음이 되어 미운 말을 쏟아내 상처 주긴 쉬운데 넌 왜 아직 거기 서 있는데 해는 뜨지 않는데 내게 기댄 너는 나의 그늘이 좋대 아 나의 그늘이 나의 그늘이 아 나의 그늘이 나의 그늘이 ,4344,indifference
62,Sondia,Moonlight,2019-12-31,Moonlight 나를 감싸안아 데려다줘 그럼 너의 온기를 간직하겠어 내가 어디에 숨어있든 다시 날 찾아줘 보기좋게 비껴나온 날 너의 빛으로 비춰줘 내 모든 발자욱과 내 창문 밖에 남은 너와 나의 흔적들 내 모든 것들이 다 그대로 남아 다시 날 채우네 Moonlight 내가 힘이 들 때 찾아와줘 그럼 네 빛을 따라 걸어가겠어 내가 어디에 숨어있든 다시 날 찾아줘 보기좋게 비껴나온 날 너의 빛으로 비춰줘 내 모든 발자욱과 내 창문 밖에 남은 너와 나의 흔적들 내 모든 것들이 다 그대로 남아 다시 날 채우네 ,4461,indifference
63,윤현상,잊는다는 게,2015-03-13,잊는다는 게 참 그래요 사랑하다가 이별하게 되면 그때서야 못해줬던 게 생각이 나요 꼭 어제 일처럼 추억이란 게 참 그래요 분명 내 맘속엔 아직 남아있는데 지나가면 없었던 일로 해버리는 게 속 편할 때가 있겠죠 잊는다는 게 왜 이리 힘들죠 함께했었던 그 시간 때문일까요 새로운 사람을 만나서 행복해지면 되는 간단한 일인데 왜 그리 어렵죠 잊는다는 게 이별이란 게 참 그래요 지키지 못한 약속들이 전부 내게 거짓말이 돼 버린단 게 내가 이기적인 게 돼버리니까 잊는다는 게 왜 이리 힘들죠 함께했었던 그 시간 때문일까요 새로운 사람을 만나서 행복해지면 되는 간단한 일인데 왜 그리 어렵죠 잊는다는 게 지금 생각나는 모든 것들이 어쩌면 다시는 또 오지 못할 기억에 묻힌 날들 행복했었던 날들 이젠 잊어야겠지 모두 잊어야겠지 가끔 생각이 날 때가 있겠죠 그댈 만나서 그 동안 행복했어요 새로운 사람을 만나도 그댄 잊지 말아요 이제는 끝인 게 왜 그리 어렵죠 왜 그리 힘들죠 잊는다는 게 ,29999,indifference
64,윤종신,말꼬리,2011-05-31,비는 오고 너는 가려 하고 내 마음 눅눅하게 잠기고 낡은 흑백영화 한 장면처럼 내 말은 자꾸 끊기고 사랑한 만큼 힘들었다고 사랑하기에 날 보낸다고 말도 안 되는 그 이별 핑계에  나의 대답을 원하니 너만큼 사랑하지 않았었나봐 나는 좀 덜 사랑해서  널 못 보내  가슴이 너무 좁아 떠나간 너의 행복 빌어줄  그런 드라마 같은  그런 속 깊은 사랑  내겐 없으니 사랑하면 내게 머물러줘 사랑하면 이별은 없는거야 너만큼 사랑하지 않았었나봐 나는 좀 덜 사랑해서  널 못 보내  가슴이 너무 좁아 떠나간 너의 행복 빌어줄  그런 드라마 같은  그런 속 깊은 사랑  내겐 없으니 우리의 사랑 바닥 보일 때까지 우리의 사랑  메말라 갈라질 때까지  다 쓰고 가 남은 사랑처럼 쓸모 없는 건  만들지 마요  손톱만큼의 작은 사랑도  내게 다 주고 가요 그러니까 이별은 없는거야 ,46043,indifference
65,정승환,숲으로 걷는다,2016-11-29,숲으로 걷는다 미안하단 말 대신 천천히 걷는다 기억의 너와 나란히 걷는다 아무 말 못하고 쳐다만 보는 널 뒤로 한 채 정신 없이 도망치는 철없던 내가 또 떠올라서 지우고 지워도 변한 게 없는 그때의 내 모습 숲으로 걷는다 내 빈 가슴을 채운다 천천히 걷는다 추억의 길을 혼자서 걷는다 이제 다 끝났어 혼자서 그렇게 말해본다 시간 속을 되 돌아가 달려가 꿈처럼 널 안고 싶지만 알아 너도 이제 다 잊었겠지 모든 게 변했지 숲으로 걷는다 보고 싶단 말 대신 천천히 걷는다 기억의 너와 나란히 걷는다 잊혀진 널 다시 만나러 ,7894,indifference
66,문빛,끝자락,2017-11-02,다 알고 있었어 저 별이 지고 나면 말이야 애써 아무렇지 않은 척 또 난 예전 같진 않았어 보고 싶다는 너의 말이 내가 알던 네 모습이 낯설게 느껴져 하루만 더 또 하루만 더 혹시나 한번 오늘 어쩌면 아무 말도 할 수 없었어 멈춰진 너의 오늘은 더 이상 내가 노력해도 변하지 않을 걸 알아 멀어지는 너의 손을 내가 잡아도 될까 네가 없이 견딜 수 있을까 예전 같진 않았어 사랑한다는 너의 말이 내가 알던 네 모습이 낯설게 느껴져 하루만 더 또 하루만 더 혹시나 한번 오늘 어쩌면 네가 돌아와 주길 아무 말도 할 수 없었어 멈춰진 너의 오늘은 더 이상 내가 노력해도 변하지 않을 걸 알아 멀어지는 너의 손을 내가 잡아도 될까 네가 없이 견딜 수 있을까 이제 와서 뭘 어떻게 할 수 있을까 미뤄둔 그 말을 오늘은 해야 할까 말할 수 있을까 아무 말도 할 수 없었어 남겨진 나의 내일은 더 이상 내가 노력해도 변하지 않을 걸 알아 멀어지는 너의 손을 내가 잡아도 될까 네가 없이 견딜 수 있을까 ,1773,indifference
67,드림캐쳐,괜찮아!,2017-07-27,아직도 난 길을 잃어서 어디로 갈지 몰라 조금도 나아지지가 않아 사실은 나 아직 어려서 모르겠어 지금도 어디쯤에 와있지 창 밖을 보니 날씨가 또 어두워진 탓에 괜히 생각이 더 많은 밤 저기 멀리 멀리 있는 곳에 조금씩 들려오는 느껴지는 빗소리 눈을 감고 나에게 말해줘 괜찮아 괜찮아 이렇게 So trust me 지치고 힘이 들 때면 마음은 답답해지고 쉽게 되는 건 또 하나 없는 것 같아 Oh 오랜만이야 나 여기 쉬었다 가 항상 바빴잖아 가끔씩은 숨을 돌려도 괜찮아 나가기도 싫은 날이야 그냥 내 방에 누워 창 밖을 보니 유난히 조용해진 골목 탓에 괜히 생각에 더 잠긴 밤 저기 멀리 멀리 있는 곳에 조금씩 들려오는 느껴지는 빗소리 눈을 감고 나에게 말해줘 괜찮아 괜찮아 이렇게 더 많이 웃을게 행복한 나를 지켜주고 싶어 저기 멀리 멀리 있는 곳에 조금씩 들려오는 느껴지는 빗소리 눈을 감고 나에게 말해줘 괜찮아 괜찮아 이렇게 So trust me ,4281,indifference
68,아이유,싫은 날,2013-12-20,키 큰 전봇대 조명 아래 나 혼자 집에 돌아가는 길 가기 싫다 쓸쓸한 대사 한 마디 점점 느려지는 발걸음 동네 몇 바퀴를 빙빙 돌다 결국 도착한 대문 앞에 서서 열쇠를 만지작 만지작 아무 소리도 없는 방 그 안에 난 외톨이 어딘가 불안해 TV 소리를 키워봐도 저 사람들은 왜 웃고 있는 거야 아주 깜깜한 비나 내렸음 좋겠네 좋겠네 텅 빈 놀이터 벤치에 누군가 다녀간 온기 왜 따뜻함이 날 더 춥게 만드는 거야 웅크린 어깨에 얼굴을 묻다가 주머니 속에 감춘 두 손이 시리네 어제보다 찬 바람이 불어 이불을 끌어당겨도 더 파고든 바람이 구석구석 춥게 만들어 전원이 꺼진 것 같은 기척도 없는 창 밖을 바라보며 의미 없는 숨을 쉬고 한 겨울보다 차가운 내 방 손 끝까지 시린 공기 봄이 오지 않으면 그게 차라리 나을까 내 방 고드름도 녹을까 햇볕 드는 좋은 날 오면은 ,49488,indifference
69,손동운,Decrescendo,2019-04-22,내게 주던 사랑이갈수록 익숙해져 편하게 생각했나 봐날 떠나 가벼워진 사랑은 이제야 겨우 떠올라 날카로운 말들로 서로 맘을 할퀴다 깎여버린 네 마음은 끝까지 아물지도 못 한 채 상처란 조각이 됐나 봐사랑 이상의 감정을 너라고 부르던 시간이 끝나면 어떻게 말해야 할지 몰라 이별이라 부르기로 했어 Decrescendo 무한하게 커져가던 사랑도 이별이란 두 글자에 갇혀 방향을 잃고 점점 여려져 귓가에 울리던 우리 노래는 들리지 않을 만큼 작아져 가닮아 가는 모습에 거울을 보는 것 같아널 보는게 좋았는데 사실은 그렇게 반대로만 바라보고 있었던 거야 이별은 갑작스레 다녀가고 그 자리에 남은 건너의 마지막 선물이라 생각해 추억이라 부르기로 했어 Decrescendo 무한하게 커져가던 사랑도 이별이란 두 글자에 갇혀 방향을 잃고 점점 여려져 귓가에 울리던 우리 노래는 들리지 않을 만큼 작아져 가 Decrescendo 무한하게 커져가던 사랑도 이별이란 두 글자에 갇혀 방향을 잃고 점점 여려져 귓가에 울리던 우리 노래는 들리지 않을 만큼 작아져 가,3906,indifference
