가사,감정
 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 차가운 바람이 손끝에 스치면 들려오는 그대 웃음소리 내 얼굴 비치던 그대 두눈이 그리워 외로워 울고 또 울어요 입술이 굳어버려서 말하지 못했던 그 말 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요  눈물이 입을 가려서 말하지 못했던 그 말 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 혹시 알고 있나요 뒤돌아서 가슴 쥐고 그댈 보내주던 그 사람 그 사람이 바로 나에요 그 사람을 사랑해줘요 같은 하늘 다른 곳에 있어도 언젠가는 돌아와줘요 우리 서로 사랑했는데 우리 이제 헤어지네요 같은 하늘 다른 곳에 있어도 부디 나를 잊지 말아요 부디 나를 잊지 말아요     ,sad
 마중나온다고 했잖아 그런데 왜 아무 소식도 왜 없는거야 지난날들 나와 함께했던 넌데 돌아온다는 약속도 잊어버린걸까 너무 너무 잔인해도 지쳐버린 마음에 녹슬은 가슴에 내가 벙어리가 됐어 처음으로 너를 잃고 돌아서 가는 길 잘못된 가슴으로 멀리도 가는길 잠시라도 보고만 싶은데 떠나가면 죽을지도 살지도 못할거라 생각을 하지만 발걸음을 억지로 떼어 눈물나오는데 왜 자꾸만 어리석게 자꾸 너만 불러 울어 니가 미워서 울어 나를 떠나서 울어 너 때문에 생활이 안돼 미안해 가지마 절대 떠나지마 울어 울어 울어서 한참을 살 수 있다면 그냥 울어 너만 돌아와주면 다시 내게 오면 안울게 추억 그게 우습지 이제와 소용없잖아 너 떠난뒤에 이 빈자리가 채워지질 않아 그래도 떠올려 생각해보면 좋아서 위로라도되니 추억인가보다 깊은밤 내 어깨에 잠든 니 향기에 취해 잠들었던 지난 기억 울어 니가 미워서 울어 나를 떠나서 또 울어 너 때문에 생활이 안돼 미안해 가지마 절대 떠나지마 울어 울어 울어서 한참을 살 수 있다면 그냥 울어 너만 돌아와주면 다시 내게 오면 안울께 너 없이는 단 하루라도 못살잖아 그걸 알면서 내가 죽는다는걸 알면서 왜 날 버려 나를 이렇게 못살게 울어 내가 못나서 울어 잡지못해서 울어 망가졌어 영원히 안돼 아파요 제발 가지마 사랑해 울어 울어 울어서 한참을 살 수 있다면 그냥 울어 너만 돌아와주면 다시 내게 오면 안울께  ,sad
 웃는다 또 어제처럼 난 숨긴다 아무 일 없는듯 허락없이 그대 맘 살펴 온 그대 맘 가지려한 내 몫인가봐 이젠 갖고 싶어 사랑을 죽을 만큼 한적 있나요 단 한번만 단 한번만 제발 돌아봐요 소리쳐 불러봐도 닿지를 않아 너를 사랑해 널 사랑해 혼자서 되뇌이는 말 널 사랑해 하루씩 잘 살아가 본다 조금씩 버틸 수 있도록 그대 없이는 내일도 없을테니까 희망도 없을테니까 오늘처럼 이젠 갖고 싶어 사랑을 죽을 만큼 한적 있나요 단 한번만 단 한번만 제발 돌아봐요 소리쳐 불러봐도 닿지를 않아 너를 사랑해 널 사랑해 혼자서 되뇌이는 말 널 사랑해 쌓여가는 슬픈 그리움 숨이 멎을 것 같아 희미한 빛을 따라 이젠 나 너에게 간다 사랑은 눈꽃처럼 다가오나봐 손 내밀어 담아보지만 늘 녹아버려 처음 본 순간부터 그대였기에 난 또 한 걸음 또 한 걸음 나에겐 그대여야만 하니까  ,sad
 오늘은 무슨일 인거니 울었던 얼굴 같은걸 그가 너의 마음을 아프게 했니 나에겐 세상 젤 소중한 너인데 자판기 커피를 내밀어 그속에 감춰온 내 맘을 담아 고마워 오빤 너무 좋은 사람이야 그 한마디에 난 웃을뿐 혹시 넌 기억하고 있을까 내 친구 학교 앞에 놀러왔던 날 우리들 연인같다 장난쳤을때 넌 웃었고 난 밤 지새웠지 니가 웃으면 나도 좋아 넌 장난이라 해도 널 기다렸던 날 널 보고 싶던 밤 내겐 벅찬 행복 가득한데 나는 혼자여도 괜찮아 널 볼수만 있다면 늘 너의 뒤에서 늘 널 바라보는 그게 내가 가진 몫인것만 같아 친구들 지겹다 말하지 늘 같은 노랠 부르는 나에게 하지만 그게 바로 내 마음인걸 그대 먼곳만 보네요 혹시 넌 그날 내맘을 알까 우리들 아는 친구 모두 모인밤 술취한 널 데리러 온 그를 내게 인사시켰던 나의 생일 날 니가 좋으면 나도 좋아 니 옆에 그를 보며 나완 너무 다른 난 초라해지는 그에게 널 부탁한다는 말 밖에 널 울리는 사람과 위로 밖에 못하는  ,sad
우린 서로 너무도 다른 세상에 살아왔죠 한 번 스쳐 지났을 뿐 그 후로 난 멀리서 이렇게 기다려왔죠 언젠가는 내 헛된 꿈이 혹 이뤄질까 날 기억이나 할까요 내 이름조차 생각이나 날까요 누군가 매일 그대를 위해 늘 기도해온 걸 알까요 그대가 난 부럽죠 나 같은 사람 너무나 흔하겠죠 혹시나 그대 알고 있나요 얼마나 행복한 사람인지 아껴왔던 내 맘이 흔하게 묻혀질까봐 단 한번도 편지조차 못했는데 날 기억이나 할까요 내 이름조차 생각이나 날까요 그대는 이미 누군가에게 큰 의미라는 걸 알까요 그대를 사랑해요 나도 모르게 이렇게 돼 버렸죠 혹시나 그대 알고 있나요 그 날 이후로 지금까지 매일 그대의 곁에서 맴돌았다는 걸 그대를 지켜왔었다는 걸 날 사랑하면 안돼요 단 하루라도 그럴 수는 없나요 허튼 생각이란거 알지만 한 번은 말하고 싶었죠 사랑해도 되나요 혼자서라도 사랑하면 안돼요 허튼생각이란거 알지만 한 번은 말하고 싶었죠 그대를 사랑해요 ,sad
마음과 반대로 아픈 말이 나와 너를 힘들게 했던 나도 내가 힘든 걸 다짐과 다르게 나아진 게 없어 늘 실망하게 했던 나도 후회하는 걸 잊을 수 없을 것 같아 바람이 차가워지면 입김을 불어서 숨결을 만지던 밤 행복한 웃음소리로 포근히 끌어안으며 별빛처럼 빛날 내일을 꿈꾸던 밤 I`ll search the universe 널 다시 찾을 때까지 놓지 않을 거야 티끌 같은 기억도 계절에 새겨진 우리의 추억은 다시 몇 번이고 돌아와 널 부를 테니까 웃음과 눈물이 상처와 치유가 질문과 해답들이 네 안에 다 있는 걸 나의 세상을 가진 나의 작은 우주가 소멸하는 순간 나도 사라지겠지 I`ll search the universe 널 다시 찾을 때까지 놓지 않을 거야 티끌 같은 기억도 계절에 새겨진 우리의 추억은 다시 몇 번이고 돌아와 널 부를 테니까 기억은 언제나 눈물을 데려와 다 씻어낸 자리에 Woo baby 너 하나만 남겨 둬 단 하루에 단 한번에 끊어낼 수 있는 마음이 아니란 걸 아프도록 느끼잖아 그 어디라고 해도 너에게 가는 나 I`ll search the universe 널 다시 찾을 때까지 놓지 않을 거야 티끌 같은 기억도 계절에 새겨진 우리의 추억은 다시 기어이 돌아와 널 찾을 테니까 그게 사랑이니까 사랑이니까 ,sad
나의 머리결을 스쳐가는 이 바람이 좋은걸 그 누구에게도 설명할수 없는 이 기분 밤은 벌써 이 도시에 나의 가슴 속을 메워주는 이 불빛이 좋은걸 아무에게라도 말해주고 싶은 이 기분 밤은 벌써 이 도시에 지나쳐가는 사람들의 흥겨운 모습 나를 비웃는 가로등의 고독한 미소 나는 또 뒤돌아 보지만 내게 남아있는 건 그리움 오랜만에 느껴 보는 이런 기분 오랜만에 느껴 보는 이런 기분 지나쳐가는 사람들의 흥겨운 모습 나를 비웃는 가로등의 고독한 미소 나는 또 뒤돌아 보지만 내게 남아있는 건 그리움 오랜만에 느껴 보는 이런 기분 오랜만에 느껴 보는 이런 기분 느껴 보는 이런 기분 ,sad
 사랑했었던 어떤 이가 떠나간 적 있겠죠 모든 게 내 탓이란 생각이 든 적 있겠죠 나 그래서 잡지 못했죠 이런 아픔쯤은 모두 잊을 수 있을 거라 다른 사랑이 찾아 올 거라 생각했었죠 왜 그런데 잊질 못하죠 그저 하늘 바라보며 외치죠 다시 한번 나를 사랑해줘 내 맘속 작은 바램이 비가 되어 내려오면 내 사랑이 머리에 내리면 추억이 되살아 나고 가슴에 내리면 소중했던 사랑이 떠오르고 내 사랑이 입술에 닿으면 널 사랑해 내게 외치며 비가 내리는 그 길을 따라 걷다가 걷다가 걷다 보면 바라던 내가 널 기다려 믿음이라는 열쇠로 사랑의 상잘 열어 사랑이란 기도를 전하는 전화를 걸어 내 맘이 널 찾지 못해도 그저 하늘 바라보며 외치죠 다시 한번 나를 사랑해줘 내 맘속 작은 바램이 비가 되어 내려오면 내 사랑이 머리에 내리면 추억이 되살아 나고 가슴에 내리면 소중했던 사랑이 떠오르고 내 사랑이 입술에 닿으면 널 사랑해 내게 외치며 비가 내리는 그 길을 따라 걷다가 걷다가 걷다 보면 바라던 내가 널 기다려 돌아가 그때로 내 삶에 단 한번 기도했던 대로 이렇게 외치면 사랑비가 내려와 너의 사랑이 나의 눈에 내리면 내 앞에 네가 서 있고 내 귀에 내리면 네가 다시 사랑을 속삭이고 널 사랑해 내 품에 안으면 또 다시 행복해지면 해가 비추는 그 길을 따라 같이 또 걷다가 걷다 보면 바라던 우리가 서 있어 내게 다시 오라는 기도 Oh yeah 한번 더  ,sad
우린 서로 너무도 다른 세상에 살아왔죠 한 번 스쳐 지났을 뿐 그 후로 난 멀리서 이렇게 기다려왔죠 언젠가는 내 헛된 꿈이 혹 이뤄질까 날 기억이나 할까요 내 이름조차 생각이나 날까요 누군가 매일 그대를 위해 늘 기도해온 걸 알까요 그대가 난 부럽죠 나 같은 사람 너무나 흔하겠죠 혹시나 그대 알고 있나요 얼마나 행복한 사람인지 아껴왔던 내 맘이 흔하게 묻혀질까봐 단 한번도 편지조차 못했는데 날 기억이나 할까요 내 이름조차 생각이나 날까요 그대는 이미 누군가에게 큰 의미라는 걸 알까요 그대를 사랑해요 나도 모르게 이렇게 돼 버렸죠 혹시나 그대 알고 있나요 그 날 이후로 지금까지 매일 그대의 곁에서 맴돌았다는 걸 그대를 지켜왔었다는 걸 날 사랑하면 안돼요 단 하루라도 그럴 수는 없나요 허튼 생각이란거 알지만 한 번은 말하고 싶었죠 사랑해도 되나요 혼자서라도 사랑하면 안돼요 허튼생각이란거 알지만 한 번은 말하고 싶었죠 그대를 사랑해요 ,sad
 너의 마음과 너의 생각들이 흘러들어와 나에게 나의 시간과 나의 하루 모든 순간들이 다 너를 위해서 너를 향해서 가까워지고 있다는 걸 느껴 언제나 기다려왔던 시간처럼 이미 알고 있던 인연처럼 자연스럽게 널 생각하고 어느새 너의 눈을 마주하고서 서 있는 나 알아채지 못할 작은 떨림 꺼내기 어려운 네 슬픔까지도 그 행복까지도 모두 내 시간처럼 느끼고 있어 언제나 기다려왔던 시간처럼 이미 알고 있던 인연처럼 자연스럽게 널 생각하고 어느새 너의 눈을 마주하고서 누구도 모르는 너의 비밀을 나누고 있어 아무 말 없이도 내게 전해질 뿐야 언제나 너를 위했던 사람처럼 잠시 내게 기댈 수 있게 보이기 힘든 너의 진심에 단 하나의 기적으로 남아있게 언제나 기다려왔던 순간처럼 나누고 있었던 사랑처럼 자연스럽게 널 생각하고 어느새 우린 서롤 마주 본 채로 이어져있어  ,sad
 때 이른 봄 몇 송이 꺾어다 너의 방 문 앞에 두었어 긴 잠 실컷 자고 나오면 그때쯤엔 예쁘게 피어 있겠다 별 띄운 여름 한 컵 따라다 너의 머리맡에 두었어 금세 다 녹아버릴 텐데 너는 아직 혼자 쉬고 싶은가 봐 너 없이 보는 첫 봄이 여름이 괜히 왜 이렇게 예쁘니 다 가기 전에 널 보여줘야 하는데 음 꼭 봐야 하는데 내게 기대어 조각잠을 자던 그 모습 그대로 잠들었구나 무슨 꿈을 꾸니 깨어나면 이야기해 줄 거지 언제나의 아침처럼 음 빼곡한 가을 한 장 접어다 너의 우체통에 넣었어 가장 좋았던 문장 아래 밑줄 그어 나 만나면 읽어줄래 새하얀 겨울 한 숨 속에다 나의 혼잣말을 담았어 줄곧 잘 참아내다가도 가끔은 철없이 보고 싶어 새삼 차가운 연말의 공기가 뼈 틈 사이사이 시려와 움츠려 있을 너의 그 마른 어깨를 꼭 안아줘야 하는데 내게 기대어 조각잠을 자던 그 모습 그대로 잠들었구나 무슨 꿈을 꾸니 깨어나면 이야기해 줄 거지 언제나의 아침처럼 음 ,sad
 어려도 아픈건 똑같아 세상을 잘 모른다고 아픈걸 모르진 않아 괜찮아 질거라고 왜 거짓말을 해 이렇게 아픈 가슴이 어떻게 쉽게 낫겠어 너 없이 어떻게 살겠어 그래서 난 죽어도 못 보내 내가 어떻게 널 보내 가려거든 떠나려거든 내 가슴 고쳐내 아프지 않게 나 살아갈 수라도 있게 안 된다면 어차피 못살 거 죽어도 못 보내 아무리 니가 날 밀쳐도 끝까지 붙잡을 거야 어디도 가지 못하게 정말 갈거라면 거짓말을 해 내일 다시 만나자고 웃으면서 보자고 헤어지잔 말은 농담이라고 아니면 난 죽어도 못 보내 내가 어떻게 널 보내 가려거든 떠나려거든 내 가슴 고쳐내 아프지 않게 나 살아갈 수라도 있게 안 된다면 어차피 못살 거 죽어도 못 보내 그 많은 시간을 함께 겪었는데 이제와 어떻게 혼자 살란 거야 그렇겐 못해 난 못해 죽어도 못 보내 정말로 못 보내 내가 어떻게 널 보내 가려거든 떠나려거든 내 가슴 고쳐내 아프지 않게 나 살아갈 수라도 있게 안 된다면 어차피 못살 거 죽어도 못 보내   ,sad
 잊지 마 잊지 마 우리 헤어질 때 힘들던 그날의 인사를 울지 마 울지 마 부디 행복해 줘 나의 사랑 안녕 사랑해 사랑해 내가 더 사랑해 이제 두 번 다시 너에게 해줄 수 없는 말 너만 너만 너만 사랑했던 나의 전부였었던 널 아프게 해서 미안해 미안해 다시 돌아갈 수 없지만 난 너만 난 너만 난 너만 많이 사랑했었다 하지 마 하지 마 추억도 하지 마 아픈 내 가슴아 미워해 미워해 이젠 널 미워해 너를 잊으려면 이럴 수밖에 없으니까 너만 너만 너만 사랑했던 나의 전부였었던 널 아프게 해서 미안해 미안해 다시 돌아갈 수 없지만 난 너만 난 너만 난 너만 너는 내 가슴에 문신처럼 새겨져 지우려 해봐도 지울 수 없는 내 사랑아 너만 너만 너만 기다린다 너무 아픈 사랑아 많이 보고 싶다 미안해 미안해 난 아직 너를 사랑해 난 너만 난 너만 난 너만 기다린다  ,sad
뜨거운 계절을 보내던 날 기분 좋은 바람이 두 빰을 스치는 가을 바다 한곳에 서서 아름다운 너와 나 그림을 그려갔어 모래 위 떨린 손끝으로 날 향해 웃어주는 입술 끝 모양과 단풍보다 예쁘게 붉은 두 볼을 가진 네가 다정히 내 이름을 부르면 내 마음이 녹아내려 언제나 나 하날 위해 준비된 선물 같아 널 안으면 잠들지 않는 바다 위를 너와 함께 걷는 것 같아 하늘 아래 너와 나 남은 내 모든 날을 너에게 다 줘도 안 아까워 이제서야 내가 사랑에 눈을 뜬 건 가봐 경험하지 못했고 믿기지 않는 일만 일어나고 있는 거 아니 10월에 피는 코스모스 향기를 가득 담아 부는 바람에 살며시 실어 보내 다정히 내 이름을 부르면 내 마음이 녹아내려 언제나 나 하날 위해 준비된 선물 같아 널 안으면 잠들지 않는 바다 위를 너와 함께 걷는 것 같아 하늘 아래 너와 나 설레이는 지금이 꿈이 아닌 걸 알잖아 난 더 바랄 게 없어 먼 훗날 내 생애 아주 작은 소리로 귓가에 말할 거야 내 곁에 머물러줘서 마음 다해 고맙다고 어떤 말로도 표현 못 할 내 인생의 전부였다고 이 순간 너를 꼭 안고 고백할게 언제나 우리 모든 날들과 햇살 아래 우리 그림자 제일로 특별하다고 세 계절의 끝을 지나서 너의 앞에 서있는 지금 선명한 목소리로 널 사랑한다고 말할게 ,sad
 너 많이 변한 것 같아 나 사실은 힘들어 날 보며 웃던 너는 그대로 있는데 마음은 내게 없는 것 같아 난 너랑 헤어지기 싫어 어떻게 살아 난 다시 돌아가고 싶어 너무 힘들어 눈을 뜨면 너 없을 것 같아 정말 혼자 너 없이는 아무것도 할 수가 없어 난 너랑 헤어지기 싫어 어떻게 살아 난 다시 돌아가고 싶어 어느새 한없이 변해버린 너 사실 견디기 힘들어 네게 아무 말도 할 수 없는 나 내가 싫어 넌 지금 무슨 생각 해 너 진심 아니잖아 내 모든 순간마저 사랑했던 너야 그 시간들이 너무 그리워 난 너랑 헤어지기 싫어 어떻게 살아 난 다시 돌아가고 싶어 너무 힘들어 눈을 뜨면 너 없을 것 같아 정말 혼자 너 없이는 아무것도 할 수가 없어 난 너랑 헤어지기 싫어 어떻게 살아 난 다시 돌아가고 싶어 어느새 한없이 변해버린 너 사실 견디기 힘들어 네게 아무 말도 할 수 없는 나 내가 싫어 메말라가는 널 바라보다가 텅 빈 내 가슴이 너무 아파와 이제 더는 너를 느낄 수 없어 이제야 네 맘 알게 됐어 미안해 내가 눈을 뜨면 널 놓칠 것 같아 정말 다시 예전처럼 나를 보는 니가 그리워 난 너랑 헤어질 수 없어 어떻게 살아 날 다시 사랑한다 해줘 이제는 너 없이 살 수가 없어 제발 견디기 힘들어 무슨 짓을 해도 너의 마음이 여기 없어  ,sad
 허전함이 날 괴롭혀 생각이 많아 잠들 수 없어 몇 시간째 하얀 천장만 봤어 마음이 답답하고 한숨만 자꾸 나와 출근 만원 버스에도 길을 걷다가도 생각나 모질게 떠나가지 좋았었던 기억만 남기고 갔어 끝난 사인데 이제 와 뭘 어떡해 끝난 사인데 후회해도 소용없잖아 우연히라도 마주치면 좋겠다 전화할 용기는 없으니까 다들 하는 이별인데 아직도 나는 맘이 아프다 나만 빼고 다들 즐거워 보여 모든 게 건조하고 뭘 해도 재미없어 서툴렀던 그때 우리 이기적이었던 너와 나 헤어지던 그날 밤 붙잡고 싶었는데 아무 말 못했어 끝난 사인데 이제 와 뭘 어떡해 끝난 사인데 후회해도 소용없잖아 우연히라도 마주치면 좋겠다 전화할 용기는 없으니까 헤어진 사람이 말하는 흔한 이별 얘기 서운함이 쌓여 서로 지쳤다고 탓하는데 끝난 사인데 이제 와 뭘 어떡해 끝난 사인데 후회해도 소용없잖아 우연히라도 마주치면 좋겠다 전화할 용기는 없으니까  ,sad
 인정하기 싫지만 오늘 참 예쁘다 너의 옆에 그 사람도 좋아 보여 긴장이 됐는지 입술 깨무는 게 여전히 내가 기억한 넌 그대로구나 널 축하해 주려 모여든 많은 사람을 보니 그제서야 난 실감이 나 네가 좋아하던 이 노래를 너를 보내는 순간에 부를 줄은 몰랐어 나와 결혼해줘 너만 생각한 우리얘기가 오늘따라 왜 이렇게 아픈지 넌 모를 거야 나를 알아보는 너의 친구들은 이런 내 맘을 아는지 날 피해 가더라 축하해 잘 살아 이런 말들을 해야 하는데 왜 좋은 말이 안 나올까 네가 좋아하던 이 노래를 너를 보내는 순간에 부를 줄은 몰랐어 나와 결혼해줘 너만 생각한 우리 얘기가 오늘따라 왜 이렇게 아플까 여기 많은 사람들 앞에 Oh 널 축하해야 하는 내가 싫어서 저 문으로 나가고 나면 끝인걸 미안해 오늘같이 기쁜 날 축하는 못 할 거 같아 네 옆에 그 사람 나였다면 이제 와 소용없지만 미치도록 후회해 너를 위한 노래 그 마지막 끝에 하고 싶은 말 네 자리는 바로 여기 내 옆에 여기 있잖아 왜 그런 슬픈 눈으로 왜 나를 바라보는데 이건 아닐 거야 거짓말이라 얘기 좀 해줘 저 문으로 걸어나가기 전에 날 붙잡아줘  ,sad
니가 없는 이 세상은 나에게는 어둠일 뿐이야. 나도 이제는 너를 따라서 이 세상을 떠나려해. 나는 다시 태어나도 내 사랑은 너 하나 뿐이야. 다음 세상에 만나는 그 날을 꿈꾸며 이젠 안녕~ 너는 웃으며 나를 반기겠지 그 눈빛을 난기억해. 어둠의 벽을넘어서 우리함께 다시 만나길 기도해 영원히 너만을 사랑해~한순간도 잊을수 없는너 기다려온 우리의사랑을 이제야 다시 만나게 됐어 처음 흰 눈이 어깨에 쌓일때 너를 위해 기도했어 성당의 종소리만이 희미하게 너의눈물을 위로해 영원히 너만을 사랑해 한순간도 잊을수 없는 너 기다려온 우리의사랑을 이제야다시 만나게 됐어 영원히 너만을 사랑해 한순간도 잊을수 없는너 기다려온우리의사랑을 이제야 다시 만나게 됐어 이젠 웃을수 있어  ,sad
 그녀와 나는요 그땐 참 어렸어요 많이 사랑했고 때론 많이 다퉜었죠 지금 생각하면 모두 내 잘못이죠 마지막 그날도 그녀는 울었어 나는 그녈 잡지 못했죠 지금까지도 너무 후회가 되요 그 후로 누굴 사랑한적 없어 아직은 그녀와 나는요 언젠가 만날거죠 변해버린 모습 변해버린시간 속에 하지만 괜찮아 내 눈엔 아름답던 예전 모습 그대로 일거예요 그녀도 날 못 잊을거야 나는 믿어요 그만큼 사랑했죠 그래서 우린 한 번은 만나야만 해요 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 언제라도 그녀도 날 못 잊을거야 나는 믿어요 그만큼 사랑했죠 그래서 우린 한 번은 만나야만 해요 그녀의 친구라도 이 노랠 듣는다면 그녀에게 전해줘요 내가 아직 사랑한다고 우리가 처음 만난 그 시간 그 자리에 내가 매일 기다린다고 그녀의 친구라도 이 노랠 듣는다면 우리가 처음 만난 그 시간 그 자리에  ,sad
 안녕 잘 지내니 귀엽던 니 얼굴은 예전과 같은지 조금 늦은 안부 늦은 이별을 담아 쓴다 뜬금없이 웬 편지냐고  묻진 않을지 메시지 미니 홈피 흔한데 굳이 펜을 드는 건 혹시나 내 맘 다 못 전할까봐 다른 방법으론 역시나 안 될 거 같아 힘겹더라 많이 사랑했던 터라 뭐 하나 하나 내 뜻대로 되는 게 없더라 그만 널 괴롭혀라 스스로 다짐하고 죽은 듯 기다려도 니가 오는 건 아니더라 잘가요 내 사랑 이젠 보내줄게요 기억 추억 모두 잊을게요 지우고 지워서 사랑 한 점도 비워 낼게요 내 맘에서 한 번 단 한번만 널 다시 보게 되면 얼마나 좋을까 이런 더딘 미련 눈물도 모두 지우련다 몸이 멀어지면 마음도 멀어진단 말 하나도 내겐 소용 없더라 다 거짓말 하루 하루 갈수록 초췌해지는 내가 안쓰러 돌아갈 순 없을까 매일을 물어 내게 스스로 애타는 내 맘을 쥐어짜내 소리쳐 봤자 네겐 들리지가 않는다 추억의 끝에서야 이별을 깨달은 후에야 내 맘에서 널 보낸다 안녕 잘가요 내 사랑 이젠 보내줄게요 기억 추억 모두 잊을게요 지우고 지워서 사랑 한 점도 비워 낼게요 내 맘에서 더 시간이 지나면 너를 잊을 줄 알았는데 다시 또 다시 내 맘속에 찾아와 안돼요 내 사랑 보낼 수가 없네요 그댈 그댈 잊어야 하는데 지우고 지워도 내겐 또 그대 뿐인가봐요 미안해요  ,sad
 알 수 없는 그 계절의 끝 나는 너를 사랑하고 있던 걸까 어딘가에 우리 함께했던 그 많은 시간이 손 닿을 듯 어제 일 처럼 되돌려지곤 해 순간마다 네가 떠올라 조용히 낮게 울리던 그 목소리 봄을 닮은 햇살 같았던 너의 모습까지 언제나 넌 나의 매일을 환하게 비췄어 순간마다 네가 떠올라 조용히 낮게 울리던 그 목소리 봄을 닮은 햇살 같았던 너의 모습까지 아주 작은 기억들 조차 여전히 선명해 알 수 없는 그 계절의 끝 나는 너를 사랑하고 있던 걸까 어딘가에 우리 함께했던 그 많은 시간이 손 닿을 듯 어제 일 처럼 되돌려지곤 해 순간마다 네가 떠올라 조용히 낮게 울리던 그 목소리 봄을 닮은 햇살 같았던 너의 모습까지 언제나 넌 나의 매일을 환하게 비췄어 순간마다 네가 떠올라 조용히 낮게 울리던 그 목소리 봄을 닮은 햇살 같았던 너의 모습까지 아주 작은 기억들 조차 여전히 선명해 우린 어디쯤 있을까 수 많았던 기억들을 되돌려봐 우린 행복했던 걸까 알 수 없는 마음들만 제자리에 남아 순간마다 네가 떠올라 조용히 낮게 울리던 그 목소리 봄을 닮아 햇살 같았던 너의 모습까지 아직도 난 너를 잊지 않아 우린 어디쯤 있을까 우리는 행복했던 걸까  ,sad
 그대네요 정말 그대네요 그 따뜻한 눈빛은 늘 여전하네요 이제야 날 봤나요 한참을 보고 있었는데 햇살이 어루만지는 그대 얼굴 꿈일지도 몰라 안녕이란 말도 나오질 않아 하고픈 말 얼마나 많았는데 꿈에서도 너만 찾았는데 너무 늦었단 그런 말은 듣기 싫은데 내 눈을 피하는 그대 내 맘이 보이나요 그대 눈빛을 난 알 수가 없어 소리 없이 나 혼자 안녕 알고 있죠 지나간 일에는 너무 힘들었죠 만약이란 없는 것 그래도 한번쯤 달려가 잡았다면 그대가 한번만 안아줬더라면 그렇게 돌아서진 않았을텐데 꿈일지도 몰라 안녕이란 말도 나오질 않아 하고픈 말 얼마나 많았는데 꿈에서도 너만 찾았는데 혹시 그대도 하루마다 힘들었다면 나를 그리워했다면 주저하지 말아요 다시 망설이다 놓칠 순 없어 떨리는 목소리로 안녕 언젠가는 꼭 만나게 될 거라고 마음을 다해 바란다면 난 믿어왔었죠 이젠 슬픔은 없을 거야 우리 다시 만나면 감사해 우연이 선물한 이 순간을 그대도 지금 입술까지 떨려온다면 눈물이 날 것 같다면 내 손을 잡아줘요 그댈 다시 안아 봐도 될까요 숨결처럼 가까이 안녕 우리의 처음처럼 안녕  ,sad
 미련하게 아무도 모를 것 같아 태연한 척 지내왔어 너 떠나버린 뒤 다 알았대 어설픈 나의 눈빛을 행복했던 지난 날의 나와 너무 달라서 이별했음을 느낄 수 밖에 너와 나 정말 그때는 좋았었나봐 나 화 낼줄도 몰라 내내 즐거웠대 그래 그랬었지 널 사랑하기에 세상은 나에게 커다란 감동이었어 그 순간을 잃는다면 내가 살아 온 짧은 세월은 너무나 보잘 것 없어 되돌려 보려 해 너를 찾으려 해 너 없이 살아도 멀쩡히 숨은 쉬겠지만 후회와 그리움만으로는 견딜 수 없어 하루도 자신이 없어 초라했대 어설픈 나의 눈빛은  행복했던 지난 날의 나와 너무 달라서 이별했음을 느낄 수 밖에 너와 나 헤어질줄은 아무도 몰랐대 하루가 너무 짧던 우리의 날들이 그래 그랬었지 널 사랑하기에 세상은 나에게 커다란 감동이었어 그 순간을 잃는다면 내가 살아 온 짧은 세월은 너무나 보잘 것 없어 되돌려 보려 해 너를 찾으려 해 너 없이 살아도 멀쩡히 숨은 쉬겠지만 후회와 그리움만으로는 견딜 수 없어 하루도 자신이 없어 도저히  ,sad
눈을 떠 바라보아요 그대 정말 가셨나요 단 한번 보내준  그대 눈빛은 날 사랑했네요 또 다른 사랑이 와도 이젠 쉽게 허락되진 않아 견디기 힘들어 운명같은 우연을 기다려요 지워질 수 없는 아픈 기억들 그리워하면서도 미워 하면서도 난 널 너무 사랑했었나봐요 그대 보고 싶은만큼 후회는 되겠죠 워우워워 같은 운명처럼 다시 만난다면 서러웠던 눈물이 가슴속에 깊이 남아있겠죠 날 위해 태어난 사람 그대 이젠 떠나줘요 힘들어 지쳐도 그댈 그리워 하며 살아가요 지워질 수 없는 아픈기억들 그리워 하면서도 미워 하면서도 그댈 난 사랑할 순 없었나봐요 이젠 그저 바라볼 수 밖엔 없겠죠 나 살아가는 동안 다시 만난다면 차마 볼 수 없음에 힘든 눈물을 흘리죠 나는 정말 그댈 사랑해요 ,sad
